source,voyage_id,vessel_type,cluster,dwt,n_ports,nz_dest_port,p_alien_per_port,p_intro_per_port,p_estab_per_port,pr_inv_per_port,p_invasion
synthetic,syn_00615,RoRo,0,14996.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965]","[0.32542272, 0.41323294, 0.52271362, 0.59842767, 0.80585771]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.29402e-05, 5.4527e-05, 6.0754e-05, 6.95541e-05, 0.0001077461]",0.0003354776
synthetic,syn_00616,Container,0,51737.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999861]","[0.3120077, 0.32620836, 0.34167845, 0.36480001, 0.37765392, 0.68742457]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[4.11701e-05, 4.30439e-05, 4.50852e-05, 4.81361e-05, 4.98322e-05, 7.97351e-05]",0.0003069638
synthetic,syn_00617,RoRo,0,22514.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.23773388, 0.33665155, 0.41539653, 0.47951171, 0.5503458, 0.86535444]","[0.00013992, 0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371]","[3.32648e-05, 3.72438e-05, 4.59553e-05, 5.30484e-05, 6.14932e-05, 0.000115701]",0.0003466587
synthetic,syn_00618,RoRo,0,12909.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999861]","[0.24013155, 0.30038154, 0.36649946, 0.447803, 0.52427616, 0.79174622]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[3.16859e-05, 3.9636e-05, 4.83604e-05, 5.90886e-05, 6.91793e-05, 9.18355e-05]",0.0003397388
synthetic,syn_00619,Container,0,30814.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.26741421, 0.29316871, 0.3167049, 0.34097733, 0.37030945, 0.38931908]","[0.00013195, 0.00013195, 9.871e-05, 0.00013195, 0.00011623, 0.00011623]","[3.52859e-05, 3.86842e-05, 3.1262e-05, 4.49927e-05, 4.30403e-05, 4.52498e-05]",0.0002384913
synthetic,syn_00620,RoRo,0,22815.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3638109, 0.44108002, 0.53258152, 0.62800577, 0.699264, 0.75476263]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.80056e-05, 5.82014e-05, 7.02753e-05, 8.28667e-05, 9.22694e-05, 9.95925e-05]",0.0004511271
synthetic,syn_00621,Container,0,52190.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.31956078, 0.3465052, 0.38164236, 0.40923246]","[0.00013195, 0.00013195, 9.871e-05, 9.871e-05]","[4.21667e-05, 4.57221e-05, 3.76719e-05, 4.03954e-05]",0.0001659458
synthetic,syn_00622,Container,0,52190.0,6,NAPIER,"[1.0, 1.0, 1.0, 1.0, 0.999999]","[0.37964518, 0.41152062, 0.42890713, 0.57344173, 0.66581711]","[8.382e-05, 8.967e-05, 8.967e-05, 0.00013117, 0.00014047]","[3.18205e-05, 3.6899e-05, 3.8458e-05, 7.52174e-05, 9.35287e-05]",0.0002758947
synthetic,syn_00623,Bulker,0,28250.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.05537873, 0.14346919, 0.30365476, 0.52352228, 0.81286429, 0.90664455]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[6.1265e-06, 1.5872e-05, 3.35933e-05, 5.8496e-05, 0.0001086829, 0.0001212139]",0.0003439411
synthetic,syn_00624,Container,0,30814.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27630625, 0.30367773, 0.33404229, 0.35117431, 0.38897435, 0.4282305]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[3.21145e-05, 4.00709e-05, 4.40776e-05, 4.63382e-05, 4.52097e-05, 5.10643e-05]",0.0002588474
synthetic,syn_00625,Container,0,50985.0,5,LYTTELTON,"[1.0, 1.0, 1.0, 1.0]","[0.21291459, 0.37376955, 0.39286711, 0.41378393]","[8.906e-05, 0.00010536, 0.00010536, 0.00010536]","[1.8963e-05, 3.93821e-05, 4.13943e-05, 4.35982e-05]",0.0001433301
synthetic,syn_00626,Container,0,51372.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 0.999965, 0.999913, 0.999998]","[0.34523191, 0.36558264, 0.3808912, 0.52801865, 0.57687522, 0.65267101]","[0.00013195, 0.00013195, 0.00013195, 0.00013371, 0.00013371, 0.00013088]","[4.55541e-05, 4.82394e-05, 5.02594e-05, 7.0598e-05, 7.71263e-05, 8.54206e-05]",0.0003771392
synthetic,syn_00627,RoRo,0,12105.0,7,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16637018, 0.23015287, 0.3005433, 0.36986735, 0.5144792, 0.60062458]","[7.917e-05, 8.498e-05, 8.382e-05, 8.382e-05, 0.00013117, 0.00013117]","[1.31716e-05, 1.95574e-05, 2.51904e-05, 3.10009e-05, 6.74833e-05, 7.87829e-05]",0.0002351653
synthetic,syn_00628,Bulker,0,34393.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.05451164, 0.1313394, 0.2907934, 0.50407153, 0.6049746, 0.9117396]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[7.1929e-06, 1.73305e-05, 3.83708e-05, 5.85873e-05, 7.0315e-05, 0.0001219029]",0.0003136627
synthetic,syn_00629,Bulker,0,31967.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.05129879, 0.13017484, 0.28444741, 0.50466278, 0.80273043, 0.87769148]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[5.6752e-06, 1.44012e-05, 3.14684e-05, 5.63888e-05, 0.0001073279, 0.000117343]",0.000332564
synthetic,syn_00630,Tanker,0,12494.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999998]","[0.01049758, 0.03057174, 0.08793924, 0.29917695, 0.57160083, 0.81022787]","[0.00011063, 0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013088]","[1.1613e-06, 3.3822e-06, 9.7287e-06, 4.18622e-05, 7.9981e-05, 0.0001060414]",0.0002421372
synthetic,syn_00631,Container,0,23252.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23332866, 0.2593165, 0.29004144, 0.30975817, 0.34732863, 0.39003535]","[9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00013195, 9.871e-05]","[2.30319e-05, 3.42174e-05, 3.3711e-05, 3.60026e-05, 4.58307e-05, 3.85004e-05]",0.0002112755
synthetic,syn_00632,Container,0,65710.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999861]","[0.38673524, 0.42078793, 0.45104259, 0.46813531, 0.49683821, 0.72749806]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[5.10305e-05, 5.55239e-05, 5.9516e-05, 6.17714e-05, 6.55589e-05, 8.43833e-05]",0.0003777249
synthetic,syn_00633,RoRo,0,19110.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.51953804, 0.60504563, 0.68962695, 0.75217203]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[6.85541e-05, 7.98371e-05, 9.09977e-05, 9.92507e-05]",0.0003385969
synthetic,syn_00634,Container,0,80398.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3062778, 0.31746588, 0.33689294, 0.35673981, 0.37014057, 0.39157158]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[4.0414e-05, 4.18903e-05, 4.44537e-05, 4.70726e-05, 4.88408e-05, 5.16687e-05]",0.0002743088
synthetic,syn_00635,Tanker,0,46180.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.004445, 0.02081817, 0.0943821, 0.32871563, 0.51534302, 0.88653234]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[5.865e-07, 2.747e-06, 1.24539e-05, 3.8206e-05, 5.98973e-05, 0.0001185326]",0.0002324059
synthetic,syn_00636,Reefer,0,13055.0,7,PORT CHALMERS,"[1.0, 1.0, 1.0, 0.999996, 0.999853, 0.999967]","[0.19086313, 0.28891371, 0.37358706, 0.5536069, 0.66344247, 0.79180424]","[0.00010536, 8.382e-05, 8.382e-05, 0.00010558, 0.00010558, 0.00014047]","[2.01102e-05, 2.42157e-05, 3.13127e-05, 5.84508e-05, 7.00374e-05, 0.0001112227]",0.0003153111
synthetic,syn_00637,Container,0,69107.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999989]","[0.27113834, 0.28786077, 0.30811169, 0.33803483, 0.35004067, 0.65504954]","[9.871e-05, 9.871e-05, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.67641e-05, 2.84148e-05, 4.0656e-05, 3.92891e-05, 4.06845e-05, 8.75846e-05]",0.0002633654
synthetic,syn_00638,Container,0,50567.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.46006238, 0.48273484, 0.50336516, 0.5306632, 0.55865918]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 9.871e-05]","[6.07062e-05, 6.36979e-05, 6.64201e-05, 7.00221e-05, 5.51453e-05]",0.0003159517
synthetic,syn_00639,RoRo,0,17686.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.26015256, 0.32296293, 0.38895574, 0.48840147, 0.55039206, 0.83022567]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[3.43277e-05, 4.26156e-05, 5.13235e-05, 5.6766e-05, 6.3971e-05, 0.0001110042]",0.0003599558
synthetic,syn_00640,Container,0,50604.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.3361258, 0.4137953, 0.45212855, 0.48775369, 0.5259119, 0.67315481]","[0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371]","[3.71856e-05, 4.57782e-05, 5.0019e-05, 5.39602e-05, 5.8763e-05, 9.00032e-05]",0.0003356631
synthetic,syn_00641,Container,0,65937.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 0.999965]","[0.41892894, 0.56398664, 0.64512652, 0.73955745]","[0.00011063, 0.00013992, 0.00013992, 0.00013371]","[4.63461e-05, 7.89156e-05, 9.02691e-05, 9.88815e-05]",0.000314376
synthetic,syn_00642,RoRo,0,9491.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.15260068, 0.20680581, 0.27177512, 0.34584817, 0.5365668, 0.67225227]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[1.68822e-05, 2.28789e-05, 3.00665e-05, 3.86435e-05, 7.17409e-05, 8.98768e-05]",0.0002700605
synthetic,syn_00643,RoRo,0,22514.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.30525711, 0.38957508, 0.49866335, 0.60208376, 0.66690993, 0.89345143]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.02793e-05, 5.14053e-05, 6.57997e-05, 6.9979e-05, 7.75136e-05, 0.0001194577]",0.0004243614
synthetic,syn_00644,RoRo,0,12909.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.32066687, 0.387939, 0.468986, 0.54042288]","[9.871e-05, 0.00013195, 0.00011623, 0.00011623]","[3.16531e-05, 5.11894e-05, 5.45093e-05, 6.28123e-05]",0.0002001493
synthetic,syn_00645,Reefer,0,9709.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1526232, 0.20416627, 0.26793682, 0.32996385, 0.39458534, 0.48019065]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[1.77391e-05, 2.69402e-05, 3.53548e-05, 4.35394e-05, 5.20664e-05, 5.58116e-05]",0.0002314297
synthetic,syn_00646,Container,0,50567.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.37789789, 0.40023049, 0.44302294, 0.46628233, 0.50980799, 0.54604933]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[4.39223e-05, 5.28113e-05, 5.84578e-05, 6.15269e-05, 5.9254e-05, 6.51136e-05]",0.0003410376
synthetic,syn_00647,Container,0,52216.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999995, 0.999913]","[0.26184942, 0.29441808, 0.31671871, 0.32968711, 0.59964949, 0.65527598]","[0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00013088, 0.00013371]","[2.89684e-05, 3.25715e-05, 3.50386e-05, 3.64733e-05, 7.8481e-05, 8.76082e-05]",0.0002991054
synthetic,syn_00648,RoRo,0,18701.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.27024379, 0.37243494, 0.45350181, 0.55567456, 0.62995638, 0.71527297]","[0.0001061, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 9.871e-05]","[2.8673e-05, 4.91436e-05, 5.98405e-05, 7.33224e-05, 8.31241e-05, 7.06047e-05]",0.0003646538
synthetic,syn_00649,RoRo,0,15089.0,7,PORT CHALMERS,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999967]","[0.26743945, 0.34765264, 0.47816478, 0.57167826, 0.70658819, 0.81339517]","[8.382e-05, 8.382e-05, 0.00013117, 0.00013117, 0.00013117, 0.00014047]","[2.24158e-05, 2.9139e-05, 6.272e-05, 7.4986e-05, 9.26819e-05, 0.0001142555]",0.000396136
synthetic,syn_00650,Container,0,48015.0,7,LYTTELTON,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29181688, 0.32680069, 0.45663758, 0.48335623, 0.53769687, 0.57759931]","[0.00012132, 0.00012132, 8.776e-05, 8.776e-05, 8.776e-05, 8.776e-05]","[3.54046e-05, 3.9649e-05, 4.00743e-05, 4.24191e-05, 4.7188e-05, 5.06898e-05]",0.0002553977
synthetic,syn_00651,Container,0,21475.0,7,NEW PLYMOUTH,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2012941, 0.22367799, 0.24737376, 0.26894012, 0.39362218, 0.42391034]","[0.00012132, 0.00010536, 0.00010536, 0.00012132, 8.776e-05, 8.776e-05]","[2.44219e-05, 2.35678e-05, 2.60645e-05, 3.26291e-05, 3.45441e-05, 3.72021e-05]",0.0001784163
synthetic,syn_00652,RoRo,0,18947.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.29604786, 0.36346952, 0.44390055, 0.5370643, 0.63323256, 0.70017766]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[2.92229e-05, 3.58781e-05, 5.85736e-05, 7.08668e-05, 8.35564e-05, 9.23899e-05]",0.0003704321
synthetic,syn_00653,Container,0,30814.0,5,TAURANGA,"[1.0, 1.0, 1.0, 1.0]","[0.26880202, 0.30039105, 0.31714821, 0.36011619]","[0.00013195, 0.00013195, 9.871e-05, 9.871e-05]","[3.5469e-05, 3.96372e-05, 3.13057e-05, 3.55471e-05]",0.0001419515
synthetic,syn_00654,Container,0,51737.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 0.998451, 0.999861, 0.999903]","[0.33836692, 0.35652803, 0.38225571, 0.53464503, 0.58934013, 0.63645902]","[0.00013195, 0.00013195, 0.00013195, 0.00011601, 0.00011601, 0.00011601]","[4.46482e-05, 4.70446e-05, 5.04394e-05, 6.19266e-05, 6.83582e-05, 7.38266e-05]",0.000346194
synthetic,syn_00655,Container,0,51533.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 0.998451]","[0.41792228, 0.44685402, 0.50455274, 0.68170352]","[0.00013195, 0.00013195, 0.00013195, 0.00011601]","[5.51457e-05, 5.89633e-05, 6.65768e-05, 7.896e-05]",0.0002596207
synthetic,syn_00656,RoRo,0,22815.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.26836937, 0.39066614, 0.4710852, 0.55371813, 0.76543175, 0.84882214]","[0.00013992, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[3.75515e-05, 4.32194e-05, 5.21161e-05, 6.187e-05, 0.000102341, 0.0001134833]",0.0004105136
synthetic,syn_00657,RoRo,0,14906.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16285388, 0.21820561, 0.29279787, 0.35088171, 0.47669766, 0.52883802]","[0.00011924, 0.00011623, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[1.94195e-05, 2.53616e-05, 3.86353e-05, 4.62996e-05, 5.54056e-05, 6.14658e-05]",0.0002465628
synthetic,syn_00658,Container,0,50201.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.37718264, 0.4037618, 0.43676483, 0.4629586, 0.48646692, 0.50817704]","[9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[3.72317e-05, 3.98554e-05, 5.7632e-05, 6.10884e-05, 6.41903e-05, 6.7055e-05]",0.0003270086
synthetic,syn_00659,Reefer,0,12374.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.18279618, 0.22684051, 0.2952296, 0.37683586, 0.47086363, 0.55747021]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[2.41203e-05, 2.99321e-05, 3.89562e-05, 4.97243e-05, 6.21315e-05, 7.35594e-05]",0.0002783924
synthetic,syn_00660,Container,0,52216.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.43658733, 0.45955026, 0.50020506, 0.53025943]","[0.00013195, 0.00013195, 0.00011623, 0.00011924]","[5.76086e-05, 6.06386e-05, 5.81379e-05, 6.32308e-05]",0.0002395944
synthetic,syn_00661,Container,0,21475.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.17420677, 0.19588214, 0.21081867, 0.23014147, 0.27554513, 0.30454133]","[0.00011924, 0.00013195, 0.00013195, 0.00013195, 0.0001061, 0.0001061]","[2.07733e-05, 2.58471e-05, 2.7818e-05, 3.03677e-05, 2.92355e-05, 3.2312e-05]",0.0001663421
synthetic,syn_00662,Container,0,17842.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.18860456, 0.21138695, 0.23919988, 0.27143994, 0.29027053, 0.3814085]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[2.48868e-05, 2.7893e-05, 3.15629e-05, 3.15489e-05, 3.37376e-05, 5.09957e-05]",0.0002006083
synthetic,syn_00663,Container,0,51850.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36340731, 0.38632006, 0.40431596, 0.44157293, 0.46041466, 0.48400808]","[9.871e-05, 9.871e-05, 9.871e-05, 0.00013195, 0.00013195, 0.00013195]","[3.5872e-05, 3.81337e-05, 3.99101e-05, 5.82665e-05, 6.07527e-05, 6.38659e-05]",0.0002967646
synthetic,syn_00664,General Cargo,0,7285.0,7,NEW PLYMOUTH,"[1.0, 1.0, 0.999975, 1.0, 1.0, 1.0]","[0.08260796, 0.11012449, 0.15846377, 0.25005333, 0.32192288, 0.39584904]","[8.776e-05, 8.776e-05, 0.00010558, 0.00010536, 0.00012132, 0.00010536]","[7.2496e-06, 9.6645e-06, 1.67305e-05, 2.63468e-05, 3.90572e-05, 4.17085e-05]",0.0001407494
synthetic,syn_00665,Container,0,69653.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.998451]","[0.38559901, 0.4014297, 0.42490948, 0.48137687, 0.74975553]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[5.08806e-05, 5.29695e-05, 5.60677e-05, 6.35187e-05, 8.68423e-05]",0.0003102407
synthetic,syn_00666,Container,0,80225.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.4718399, 0.50622184, 0.52280277, 0.57947322, 0.61303146]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011924]","[6.22603e-05, 6.6797e-05, 6.89849e-05, 6.7351e-05, 7.31009e-05]",0.0003384483
synthetic,syn_00667,RoRo,0,14906.0,7,PORT CHALMERS,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23457395, 0.29308363, 0.36427673, 0.44827828, 0.5323629, 0.60207854]","[0.00010536, 0.00010536, 0.00010536, 0.00010536, 0.00010536, 0.00010536]","[2.47158e-05, 3.08807e-05, 3.83819e-05, 4.72327e-05, 5.60922e-05, 6.34378e-05]",0.0002607133
synthetic,syn_00668,Tanker,0,12817.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.01400354, 0.03925429, 0.11100849, 0.25689681, 0.45481968, 0.61431201]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011623]","[1.6276e-06, 5.1797e-06, 1.46478e-05, 3.38981e-05, 6.00144e-05, 7.14003e-05]",0.0001867555
synthetic,syn_00669,Tanker,0,49760.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.00435997, 0.0217491, 0.10046601, 0.33940345, 0.56346584, 0.59784032]","[0.00011623, 0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623]","[5.068e-07, 2.8698e-06, 1.32567e-05, 4.4785e-05, 6.54905e-05, 6.94858e-05]",0.000196381
synthetic,syn_00670,Container,0,69653.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 0.999902, 0.999998, 0.999965]","[0.36554384, 0.37704855, 0.38808251, 0.5721375, 0.62212718, 0.71978123]","[0.00013195, 0.00013195, 0.00013195, 0.00013371, 0.00013088, 0.00013371]","[4.82343e-05, 4.97524e-05, 5.12083e-05, 7.6492e-05, 8.1423e-05, 9.62373e-05]",0.0004032805
synthetic,syn_00671,Container,0,52683.0,7,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.22059412, 0.30217565, 0.34827364, 0.37727766, 0.43136794, 0.59929927]","[0.00010291, 0.00011063, 0.00011063, 0.00011063, 0.00011063, 0.00013371]","[2.2701e-05, 3.34297e-05, 3.85295e-05, 4.17382e-05, 4.77222e-05, 8.01284e-05]",0.0002642209
synthetic,syn_00672,Reefer,0,12354.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999861]","[0.20270381, 0.26443333, 0.3322506, 0.4105998, 0.48105179, 0.77561221]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00011601]","[2.67472e-05, 3.48925e-05, 4.38412e-05, 5.41795e-05, 6.34758e-05, 8.99641e-05]",0.0003130607
synthetic,syn_00673,Container,0,51737.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.999965]","[0.3717419, 0.39676697, 0.43900022, 0.4756824, 0.50212606, 0.65615897]","[0.00013195, 0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00013371]","[4.90521e-05, 5.23542e-05, 5.7927e-05, 5.52876e-05, 5.83611e-05, 8.77308e-05]",0.0003606591
synthetic,syn_00674,RoRo,0,22514.0,6,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.37146231, 0.45311865, 0.51091768, 0.64547442, 0.70513772]","[0.00011623, 0.00011623, 0.00011623, 9.871e-05, 0.00013195]","[4.31743e-05, 5.26651e-05, 5.9383e-05, 6.37148e-05, 9.30444e-05]",0.0003119434
synthetic,syn_00675,Tanker,0,49669.0,5,AUCKLAND,"[1.0, 1.0, 1.0, 1.0]","[0.1151976, 0.40964181, 0.65487576, 0.69833941]","[0.00013195, 0.00013195, 0.00013195, 0.00013195]","[1.52006e-05, 5.40531e-05, 8.64122e-05, 9.21474e-05]",0.0002477922
synthetic,syn_00676,Container,0,80225.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3614055, 0.37957732, 0.4212064, 0.5502092, 0.59986981, 0.63091658]","[0.00013195, 0.00013195, 0.00011623, 0.0001061, 0.0001061, 0.0001061]","[4.76882e-05, 5.0086e-05, 4.8956e-05, 5.83775e-05, 6.36465e-05, 6.69406e-05]",0.000335648
synthetic,syn_00677,RoRo,0,17693.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999998, 0.999913]","[0.29994229, 0.38810305, 0.5176391, 0.64577377, 0.76124481, 0.8616487]","[0.00011063, 0.00011063, 0.00013992, 0.00013992, 0.00013088, 0.00013371]","[3.31826e-05, 4.29358e-05, 7.24304e-05, 9.03596e-05, 9.96305e-05, 0.0001151995]",0.0004536552
synthetic,syn_00678,RoRo,0,22815.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.23407876, 0.29351627, 0.37155645, 0.43766711, 0.49613555, 0.53476576]","[9.871e-05, 9.871e-05, 9.871e-05, 9.871e-05, 0.00013195, 0.00013195]","[2.31059e-05, 2.8973e-05, 3.66764e-05, 4.32022e-05, 6.54661e-05, 7.05635e-05]",0.0002679581
synthetic,syn_00679,Container,0,80454.0,6,TAURANGA,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.46975169, 0.48251291, 0.50300092, 0.53699001, 0.55417296]","[0.00013195, 0.00013195, 0.00013195, 0.00013195, 0.00013195]","[6.19847e-05, 6.36686e-05, 6.6372e-05, 7.0857e-05, 7.31243e-05]",0.0003359615
synthetic,syn_00680,Container,0,52190.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.36970908, 0.40534949, 0.45607536, 0.49614266, 0.63164113, 0.67859777]","[0.00011063, 0.00011063, 0.00011063, 0.00011174, 0.00013371, 0.00013371]","[4.09009e-05, 4.48438e-05, 5.04556e-05, 5.54368e-05, 8.44527e-05, 9.07252e-05]",0.0003667601
synthetic,syn_00681,Container,0,80115.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 0.999965, 0.999902]","[0.34907531, 0.38475423, 0.4060371, 0.48612054, 0.64728524, 0.72878958]","[0.00013195, 0.00013195, 0.00013195, 0.00011063, 0.00013371, 0.00013371]","[4.60612e-05, 5.07691e-05, 5.35775e-05, 5.37795e-05, 8.65444e-05, 9.74356e-05]",0.0003881057
synthetic,syn_00682,RoRo,0,18864.0,7,AUCKLAND,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.25328088, 0.31390837, 0.39681045, 0.45763114, 0.52006002, 0.58503045]","[0.00013195, 0.00013195, 0.00011623, 0.00011623, 0.00011623, 0.00013195]","[3.34209e-05, 4.14209e-05, 4.61205e-05, 5.31896e-05, 6.04456e-05, 7.7196e-05]",0.0003117536
