voyage_id,vessel_type,dwt,n_ports,nz_dest_port,p_invasion,track,cluster
syn_02742,Container,39275.0,7,AUCKLAND,0.000333145,Track1,0
syn_02743,RoRo,12909.0,7,AUCKLAND,0.000340183,Track1,0
syn_02744,Container,30852.0,7,AUCKLAND,0.000274664,Track1,0
syn_02745,Container,30813.0,7,AUCKLAND,0.000278523,Track1,0
syn_02746,Container,31756.0,7,AUCKLAND,0.000286917,Track1,0
syn_02747,RoRo,15495.0,7,AUCKLAND,0.000349492,Track1,0
syn_02748,Container,52190.0,7,TAURANGA,0.000358794,Track1,0
syn_02749,RoRo,14906.0,7,AUCKLAND,0.000354118,Track1,0
syn_02750,RoRo,14906.0,7,NEW PLYMOUTH,0.000272812,Track1,0
syn_02751,RoRo,14906.0,7,PORT CHALMERS,0.000232606,Track1,0
syn_02752,Container,53870.0,7,AUCKLAND,0.000235769,Track1,0
syn_02753,Container,30814.0,7,AUCKLAND,0.000311286,Track1,0
syn_02754,General Cargo,12672.0,7,TAURANGA,0.000293676,Track1,0
syn_02755,Tanker,12702.0,7,TAURANGA,0.000175094,Track1,0
syn_02756,RoRo,22514.0,7,AUCKLAND,0.000448995,Track1,0
syn_02757,Container,80454.0,7,NAPIER,0.000222479,Track1,0
syn_02758,RoRo,15506.0,7,TAURANGA,0.000316298,Track1,0
syn_02759,Container,80409.0,7,NEW PLYMOUTH,0.000340392,Track1,0
syn_02760,RoRo,12909.0,5,AUCKLAND,0.00025424,Track1,0
syn_02761,Container,12502.0,7,AUCKLAND,9.8e-05,Track1,0
syn_02762,RoRo,15261.0,7,AUCKLAND,0.000315544,Track1,0
syn_02763,Container,49842.0,6,NAPIER,0.000204232,Track1,0
syn_02764,Container,50278.0,7,AUCKLAND,0.000380202,Track1,0
syn_02765,RoRo,14906.0,7,AUCKLAND,0.000333997,Track1,0
syn_02766,Tanker,22292.0,5,TAURANGA,0.000219457,Track1,0
syn_02767,Container,30700.0,7,AUCKLAND,0.000251445,Track1,0
syn_02768,Container,53870.0,7,AUCKLAND,0.000350631,Track1,0
syn_02769,Container,65710.0,7,AUCKLAND,0.000354956,Track1,0
syn_02770,Reefer,12313.0,7,AUCKLAND,0.00033525,Track1,0
syn_02771,RoRo,12909.0,7,AUCKLAND,0.000395722,Track1,0
syn_02772,Container,53327.0,7,AUCKLAND,0.000318583,Track1,0
syn_02773,General Cargo,5488.0,7,NAPIER,0.000139558,Track1,0
syn_02774,Container,58350.0,5,TIMARU,0.00017936,Track1,0
syn_02775,Container,30814.0,7,NEW PLYMOUTH,0.000168173,Track1,0
syn_02776,Reefer,10617.0,7,AUCKLAND,0.000303735,Track1,0
syn_02777,Container,52190.0,6,AUCKLAND,0.000299436,Track1,0
syn_02778,Container,80398.0,7,AUCKLAND,0.000437001,Track1,0
syn_02779,RoRo,15495.0,7,AUCKLAND,0.000360947,Track1,0
syn_02780,Container,48015.0,5,NEW PLYMOUTH,0.000162341,Track1,0
syn_02781,Reefer,10100.0,7,AUCKLAND,0.000323952,Track1,0
syn_02782,Container,69107.0,7,AUCKLAND,0.000349303,Track1,0
syn_02783,Container,30420.0,7,AUCKLAND,0.000284866,Track1,0
syn_02784,RoRo,15068.0,7,AUCKLAND,0.000357769,Track1,0
syn_02785,Bulker,40236.0,7,AUCKLAND,0.000323863,Track1,0
syn_02786,Container,61636.0,7,AUCKLAND,0.000359023,Track1,0
syn_02787,Container,39422.0,7,NAPIER,0.000194623,Track1,0
syn_02788,RoRo,12988.0,6,TAURANGA,0.000317858,Track1,0
syn_02789,RoRo,15068.0,7,AUCKLAND,0.00036294,Track1,0
syn_02790,General Cargo,12303.0,7,AUCKLAND,0.00035242,Track1,0
syn_02791,Container,24615.0,7,TAURANGA,0.000223809,Track1,0
syn_02792,Tanker,46180.0,7,AUCKLAND,0.000264513,Track1,0
syn_02793,Container,53327.0,7,AUCKLAND,0.00036293,Track1,0
syn_02794,Container,52190.0,7,WELLINGTON,0.000243263,Track1,0
syn_02795,RoRo,15261.0,7,NELSON,0.000310172,Track1,0
syn_02796,Tanker,12365.0,7,AUCKLAND,0.000237149,Track1,0
syn_02797,RoRo,14906.0,7,AUCKLAND,0.000370335,Track1,0
syn_02798,RoRo,18556.0,7,AUCKLAND,0.000415217,Track1,0
syn_02799,Container,53278.0,7,AUCKLAND,0.000340871,Track1,0
syn_02800,Container,30814.0,7,GISBORNE,0.000259808,Track1,0
syn_02801,Container,30814.0,7,AUCKLAND,0.000256428,Track1,0
syn_02802,RoRo,9653.0,6,AUCKLAND,0.000233908,Track1,0
syn_02803,Container,51687.0,7,PORT CHALMERS,0.00026416,Track1,0
syn_02804,Container,72976.0,7,AUCKLAND,0.000370588,Track1,0
syn_02805,Container,23261.0,7,AUCKLAND,0.000241789,Track1,0
syn_02806,Container,62007.0,7,AUCKLAND,0.00033719,Track1,0
syn_02807,Reefer,9709.0,7,AUCKLAND,0.000239195,Track1,0
syn_02808,RoRo,18701.0,6,AUCKLAND,0.000361749,Track1,0
syn_02809,Container,61636.0,7,AUCKLAND,0.00029503,Track1,0
syn_02810,Reefer,9709.0,7,NELSON,0.000233633,Track1,0
syn_02811,Container,50567.0,7,AUCKLAND,0.000282416,Track1,0
syn_02812,Container,30814.0,7,AUCKLAND,0.000261756,Track1,0
syn_02813,RoRo,12221.0,7,AUCKLAND,0.000305095,Track1,0
syn_02814,Container,13803.0,7,AUCKLAND,0.000176759,Track1,0
syn_02815,Container,52216.0,7,TAURANGA,0.000342908,Track1,0
syn_02816,Container,53327.0,7,AUCKLAND,0.000325661,Track1,0
syn_02817,General Cargo,18760.0,7,AUCKLAND,0.000315979,Track1,0
syn_02818,Container,52532.0,7,AUCKLAND,0.000340941,Track1,0
syn_02819,Container,38975.0,7,TAURANGA,0.000342448,Track1,0
syn_02820,Container,39275.0,7,AUCKLAND,0.000301899,Track1,0
syn_02821,Container,30813.0,7,TAURANGA,0.000256909,Track1,0
syn_02822,Reefer,12354.0,5,AUCKLAND,0.000260012,Track1,0
syn_02823,Container,61636.0,7,AUCKLAND,0.000374072,Track1,0
syn_02824,Bulker,31967.0,7,AUCKLAND,0.00029529,Track1,0
syn_02825,Container,52190.0,6,GISBORNE,0.000188299,Track1,0
syn_02826,Reefer,12374.0,7,AUCKLAND,0.000326166,Track1,0
syn_02827,Container,52190.0,7,AUCKLAND,0.000268017,Track1,0
syn_02828,Container,51737.0,7,AUCKLAND,0.000300626,Track1,0
syn_02829,RoRo,14906.0,7,AUCKLAND,0.000324386,Track1,0
syn_02830,Reefer,12354.0,7,AUCKLAND,0.000348146,Track1,0
syn_02831,Reefer,12313.0,7,AUCKLAND,0.00037066,Track1,0
syn_02832,RoRo,14906.0,7,AUCKLAND,0.000419866,Track1,0
syn_02833,Container,80398.0,7,AUCKLAND,0.000417801,Track1,0
syn_02834,Container,53870.0,7,AUCKLAND,0.000364519,Track1,0
syn_02835,Container,51807.0,7,AUCKLAND,0.000301576,Track1,0
syn_02836,Reefer,12354.0,7,NELSON,0.000200711,Track1,0
syn_02837,Reefer,12374.0,7,NELSON,0.00025635,Track1,0
syn_02838,Container,65364.0,7,AUCKLAND,0.000322316,Track1,0
syn_02839,Container,52190.0,7,AUCKLAND,0.000366843,Track1,0
syn_02840,Container,31756.0,7,TAURANGA,0.000295406,Track1,0
syn_02841,RoRo,17686.0,6,AUCKLAND,0.000279062,Track1,0
syn_02842,RoRo,20581.0,7,AUCKLAND,0.000377326,Track1,0
syn_02843,RoRo,22815.0,7,AUCKLAND,0.000355184,Track1,0
syn_02844,Reefer,13055.0,7,AUCKLAND,0.000322796,Track1,0
syn_02845,Container,50604.0,7,GISBORNE,0.000325302,Track1,0
syn_02846,Container,53278.0,7,PORT CHALMERS,0.000262486,Track1,0
syn_02847,Container,23252.0,7,AUCKLAND,0.000238997,Track1,0
syn_02848,Container,30814.0,7,AUCKLAND,0.000296558,Track1,0
syn_02849,Container,65364.0,7,AUCKLAND,0.000298913,Track1,0
syn_02850,Container,80409.0,7,AUCKLAND,0.000332479,Track1,0
syn_02851,Container,23252.0,7,AUCKLAND,0.000213789,Track1,0
syn_02852,Container,52216.0,7,TAURANGA,0.000283946,Track1,0
syn_02853,General Cargo,5250.0,7,TIMARU,0.000118732,Track1,0
syn_02854,Bulker,28250.0,7,AUCKLAND,0.00030597,Track1,0
syn_02855,Container,69107.0,7,AUCKLAND,0.000283214,Track1,0
syn_02856,Container,66983.0,7,AUCKLAND,0.000348359,Track1,0
syn_02857,Container,51822.0,7,AUCKLAND,0.000239877,Track1,0
syn_02858,Container,80398.0,7,NELSON,0.000340825,Track1,0
syn_02859,RoRo,22514.0,7,NEW PLYMOUTH,0.000364085,Track1,0
syn_02860,Container,80115.0,7,AUCKLAND,0.000411051,Track1,0
syn_02861,Container,71587.0,7,AUCKLAND,0.000418294,Track1,0
syn_02862,Bulker,37085.0,7,AUCKLAND,0.000379865,Track1,0
syn_02863,Container,65364.0,5,NAPIER,0.000186808,Track1,0
syn_02864,Tanker,49760.0,7,AUCKLAND,0.000254464,Track1,0
syn_02865,Container,30721.0,7,LYTTELTON,0.000249844,Track1,0
syn_02866,Container,52532.0,7,AUCKLAND,0.00029998,Track1,0
syn_02867,RoRo,16669.0,7,AUCKLAND,0.000378773,Track1,0
syn_02868,Container,30852.0,7,AUCKLAND,0.000261725,Track1,0
syn_02869,Container,65710.0,7,AUCKLAND,0.000428812,Track1,0
syn_02870,Container,52190.0,7,AUCKLAND,0.000345985,Track1,0
syn_02871,Tanker,22292.0,7,AUCKLAND,0.000218576,Track1,0
syn_02872,Container,52190.0,7,TAURANGA,0.000334048,Track1,0
syn_02873,Container,65710.0,7,AUCKLAND,0.000285157,Track1,0
syn_02874,Container,45095.0,7,PORT CHALMERS,0.000208594,Track1,0
syn_02875,Container,40278.0,7,AUCKLAND,0.00029452,Track1,0
syn_02876,Tanker,19980.0,7,AUCKLAND,0.000251384,Track1,0
syn_02877,Container,30721.0,7,PORT CHALMERS,0.000243738,Track1,0
syn_02878,Container,50567.0,6,PORT CHALMERS,0.000190107,Track1,0
syn_02879,RoRo,19106.0,7,AUCKLAND,0.00038021,Track1,0
syn_02880,Container,80225.0,7,WELLINGTON,0.000270998,Track1,0
syn_02881,RoRo,22514.0,7,AUCKLAND,0.000340806,Track1,0
syn_02882,RoRo,18918.0,7,AUCKLAND,0.00040689,Track1,0
syn_02883,Container,40278.0,7,AUCKLAND,0.000340996,Track1,0
syn_02884,Container,51737.0,7,TAURANGA,0.000289192,Track1,0
syn_02885,Container,80293.0,7,TAURANGA,0.000326751,Track1,0
syn_02886,Container,51850.0,7,AUCKLAND,0.000327396,Track1,0
syn_02887,Container,51737.0,7,AUCKLAND,0.000322181,Track1,0
syn_02888,Container,48015.0,7,AUCKLAND,0.000331574,Track1,0
syn_02889,Container,51372.0,7,GISBORNE,0.000250984,Track1,0
syn_02890,Container,51850.0,7,TAURANGA,0.000268811,Track1,0
syn_02891,RoRo,19893.0,7,AUCKLAND,0.000382767,Track1,0
syn_02892,General Cargo,5488.0,7,AUCKLAND,0.000146958,Track1,0
syn_02893,RoRo,12867.0,7,AUCKLAND,0.000338674,Track1,0
syn_02894,RoRo,14906.0,7,AUCKLAND,0.000320892,Track1,0
syn_02895,General Cargo,37154.0,5,AUCKLAND,0.00025377,Track1,0
syn_02896,RoRo,12867.0,7,AUCKLAND,0.000351624,Track1,0
syn_02897,Container,61636.0,7,AUCKLAND,0.000396251,Track1,0
syn_02898,RoRo,16669.0,7,AUCKLAND,0.000299156,Track1,0
syn_02899,Container,50567.0,7,NEW PLYMOUTH,0.000245613,Track1,0
syn_02900,Container,61636.0,7,AUCKLAND,0.000360156,Track1,0
syn_02901,RoRo,16837.0,7,AUCKLAND,0.000337442,Track1,0
syn_02902,Container,51653.0,7,AUCKLAND,0.000368036,Track1,0
syn_02903,Container,62007.0,7,AUCKLAND,0.000395168,Track1,0
syn_02904,Container,76521.0,7,TAURANGA,0.000452675,Track1,0
syn_02905,Container,53870.0,7,AUCKLAND,0.000325919,Track1,0
syn_02906,Container,30814.0,7,NELSON,0.000184461,Track1,0
syn_02907,Tanker,49849.0,7,AUCKLAND,0.000205223,Track1,0
syn_02908,Container,30700.0,7,AUCKLAND,0.000254901,Track1,0
syn_02909,Container,23524.0,6,AUCKLAND,0.000178062,Track1,0
syn_02910,Container,76521.0,7,NEW PLYMOUTH,0.000304972,Track1,0
syn_02911,Reefer,12354.0,7,AUCKLAND,0.000299854,Track1,0
syn_02912,Reefer,9709.0,6,AUCKLAND,0.000265649,Track1,0
syn_02913,RoRo,12988.0,7,AUCKLAND,0.000334332,Track1,0
syn_02914,Reefer,12313.0,7,AUCKLAND,0.000312164,Track1,0
syn_02915,Reefer,12313.0,7,AUCKLAND,0.000287373,Track1,0
syn_02916,Bulker,34393.0,7,PORT CHALMERS,0.000275817,Track1,0
syn_02917,Container,80225.0,7,AUCKLAND,0.000475812,Track1,0
syn_02918,RoRo,18865.0,5,TIMARU,0.000212694,Track1,0
syn_02919,Bulker,55458.0,7,AUCKLAND,0.000344623,Track1,0
syn_02920,Bulker,38584.0,7,AUCKLAND,0.000318563,Track1,0
syn_02921,Reefer,10617.0,7,AUCKLAND,0.000280773,Track1,0
syn_02922,Container,30814.0,7,AUCKLAND,0.000277563,Track1,0
syn_02923,Container,21202.0,6,TIMARU,0.000160525,Track1,0
syn_02924,RoRo,14348.0,7,LYTTELTON,0.000222924,Track1,0
syn_02925,Container,76521.0,7,AUCKLAND,0.000462009,Track1,0
syn_02926,Container,38975.0,7,AUCKLAND,0.000369249,Track1,0
syn_02927,Container,69423.0,7,AUCKLAND,0.000382334,Track1,0
syn_02928,Container,53870.0,7,AUCKLAND,0.000357281,Track1,0
syn_02929,General Cargo,51800.0,7,TAURANGA,0.000329375,Track1,0
syn_02930,RoRo,9491.0,7,PORT CHALMERS,0.00019719,Track1,0
syn_02931,Tanker,49999.0,7,AUCKLAND,0.000298989,Track1,0
syn_02932,Container,52216.0,7,AUCKLAND,0.000376531,Track1,0
syn_02933,Container,52216.0,5,TIMARU,0.000134143,Track1,0
syn_02934,Container,30852.0,7,NAPIER,0.000212603,Track1,0
syn_02935,General Cargo,17280.0,7,AUCKLAND,0.000305439,Track1,0
syn_02936,Tanker,12342.0,7,AUCKLAND,0.000238293,Track1,0
syn_02937,Tanker,12342.0,7,AUCKLAND,0.000223325,Track1,0
syn_02938,Tanker,49760.0,6,NELSON,0.000191535,Track1,0
syn_02939,RoRo,15089.0,5,GISBORNE,0.000272395,Track1,0
syn_02940,Reefer,12374.0,7,AUCKLAND,0.00030366,Track1,0
syn_02941,Container,50567.0,7,AUCKLAND,0.000439665,Track1,0
syn_02942,RoRo,12988.0,7,GISBORNE,0.000260178,Track1,0
syn_02943,Container,51737.0,7,NAPIER,0.000226034,Track1,0
syn_02944,Container,51737.0,7,AUCKLAND,0.000367029,Track1,0
syn_02945,Tanker,46639.0,7,AUCKLAND,0.000198605,Track1,0
syn_02946,Container,52532.0,7,AUCKLAND,0.000278717,Track1,0
syn_02947,RoRo,12221.0,7,AUCKLAND,0.000318959,Track1,0
syn_02948,Tanker,49999.0,6,AUCKLAND,0.000290657,Track1,0
syn_02949,Container,53327.0,7,AUCKLAND,0.000352532,Track1,0
syn_02950,Tanker,11519.0,7,AUCKLAND,0.000265193,Track1,0
syn_02951,Container,50278.0,7,TIMARU,0.000274145,Track1,0
syn_02952,RoRo,14349.0,7,AUCKLAND,0.000310718,Track1,0
syn_02953,Tanker,5250.0,7,TIMARU,8.87e-05,Track1,0
syn_02954,Container,53870.0,7,AUCKLAND,0.00036377,Track1,0
syn_02955,Container,36307.0,7,AUCKLAND,0.000214517,Track1,0
syn_02956,Container,80293.0,7,AUCKLAND,0.000417765,Track1,0
syn_02957,Container,50595.0,7,AUCKLAND,0.000195095,Track1,0
syn_02958,RoRo,14349.0,7,AUCKLAND,0.000341295,Track1,0
syn_02959,RoRo,15261.0,7,NEW PLYMOUTH,0.000291101,Track1,0
syn_02960,Reefer,10608.0,7,TAURANGA,0.000221024,Track1,0
syn_02961,Container,50567.0,7,AUCKLAND,0.00032592,Track1,0
syn_02962,Reefer,12374.0,7,AUCKLAND,0.000255452,Track1,0
syn_02963,Container,50567.0,7,NEW PLYMOUTH,0.00023803,Track1,0
syn_02964,Reefer,12313.0,7,AUCKLAND,0.000318697,Track1,0
syn_02965,Container,39422.0,7,TIMARU,0.000206687,Track1,0
syn_02966,Container,80454.0,7,TAURANGA,0.000399609,Track1,0
syn_02967,Container,30814.0,7,NAPIER,0.000256326,Track1,0
syn_02968,Container,52190.0,7,TAURANGA,0.00036323,Track1,0
syn_02969,Container,65364.0,5,AUCKLAND,0.000287293,Track1,0
syn_02970,Tanker,49999.0,7,AUCKLAND,0.000273873,Track1,0
syn_02971,Container,43114.0,7,TAURANGA,0.000289544,Track1,0
syn_02972,General Cargo,37154.0,7,AUCKLAND,0.000412685,Track1,0
syn_02973,Container,38004.0,7,AUCKLAND,0.000305023,Track1,0
syn_02974,RoRo,17686.0,7,AUCKLAND,0.000377294,Track1,0
syn_02975,RoRo,16669.0,7,AUCKLAND,0.000376915,Track1,0
syn_02976,RoRo,12867.0,7,AUCKLAND,0.000312876,Track1,0
syn_02977,RoRo,15089.0,7,AUCKLAND,0.000321858,Track1,0
syn_02978,RoRo,15089.0,7,AUCKLAND,0.000339854,Track1,0
syn_02979,Container,43114.0,7,AUCKLAND,0.000345101,Track1,0
syn_02980,Container,11817.0,7,WELLINGTON,0.000128052,Track1,0
syn_02981,RoRo,18947.0,7,AUCKLAND,0.000428602,Track1,0
syn_02982,General Cargo,20202.0,7,AUCKLAND,0.000346764,Track1,0
syn_02983,RoRo,20581.0,7,AUCKLAND,0.000422062,Track1,0
syn_02984,RoRo,19550.0,7,NAPIER,0.000359386,Track1,0
syn_02985,Bulker,55777.0,7,NEW PLYMOUTH,0.000207745,Track1,0
syn_02986,Container,50985.0,7,TAURANGA,0.0003073,Track1,0
syn_02987,RoRo,14906.0,7,PORT CHALMERS,0.000329265,Track1,0
syn_02988,RoRo,15068.0,7,AUCKLAND,0.000329905,Track1,0
syn_02989,Container,51850.0,7,AUCKLAND,0.000230937,Track1,0
syn_02990,Container,53176.0,6,AUCKLAND,0.00029255,Track1,0
syn_02991,Container,50567.0,7,LYTTELTON,0.000269269,Track1,0
syn_02992,Container,5923.0,7,AUCKLAND,0.000112645,Track1,0
syn_02993,Container,51737.0,7,TAURANGA,0.00023377,Track1,0
syn_02994,Container,52683.0,7,AUCKLAND,0.000262307,Track1,0
syn_02995,Container,52683.0,6,PORT CHALMERS,0.000202379,Track1,0
syn_02996,RoRo,15506.0,6,NAPIER,0.000365853,Track1,0
syn_02997,Tanker,49999.0,7,AUCKLAND,0.000254832,Track1,0
syn_02998,RoRo,14906.0,7,PORT CHALMERS,0.000234796,Track1,0
syn_02999,Container,30852.0,7,AUCKLAND,0.000316389,Track1,0
syn_03000,Container,58350.0,7,AUCKLAND,0.000391717,Track1,0
syn_03001,RoRo,22514.0,7,AUCKLAND,0.000428056,Track1,0
syn_03002,Container,51731.0,7,AUCKLAND,0.00032879,Track1,0
syn_03003,Container,80293.0,7,AUCKLAND,0.000434413,Track1,0
syn_03004,Reefer,12374.0,7,NAPIER,0.000230693,Track1,0
syn_03005,Container,8244.0,7,AUCKLAND,0.000100871,Track1,0
syn_03006,RoRo,18833.0,7,PORT CHALMERS,0.000296194,Track1,0
syn_03007,Container,21475.0,7,AUCKLAND,0.000221801,Track1,0
syn_03008,General Cargo,14034.0,7,AUCKLAND,0.000326125,Track1,0
syn_03009,Container,65937.0,7,AUCKLAND,0.000310203,Track1,0
syn_03010,Container,50567.0,7,AUCKLAND,0.000319187,Track1,0
syn_03011,RoRo,12909.0,7,LYTTELTON,0.000235959,Track1,0
syn_03012,Container,30814.0,7,NEW PLYMOUTH,0.000223988,Track1,0
syn_03013,RoRo,12909.0,7,NEW PLYMOUTH,0.000273972,Track1,0
syn_03014,Container,34740.0,7,AUCKLAND,0.000299377,Track1,0
syn_03015,Container,48169.0,7,AUCKLAND,0.000331938,Track1,0
syn_03016,Container,23524.0,7,AUCKLAND,0.000235563,Track1,0
syn_03017,Container,51737.0,7,AUCKLAND,0.000335865,Track1,0
syn_03018,Container,80293.0,7,AUCKLAND,0.000441464,Track1,0
syn_03019,Tanker,12817.0,7,AUCKLAND,0.000204619,Track1,0
syn_03020,Container,30814.0,7,NEW PLYMOUTH,0.000216146,Track1,0
syn_03021,Reefer,12354.0,7,NAPIER,0.000249084,Track1,0
syn_03022,RoRo,12867.0,7,AUCKLAND,0.000316798,Track1,0
syn_03023,Container,24480.0,7,AUCKLAND,0.000258191,Track1,0
syn_03024,RoRo,22815.0,7,AUCKLAND,0.000452044,Track1,0
syn_03025,Container,69107.0,7,AUCKLAND,0.000307351,Track1,0
syn_03026,Container,65937.0,7,AUCKLAND,0.000382135,Track1,0
syn_03027,Container,53870.0,7,AUCKLAND,0.000364773,Track1,0
syn_03028,Container,13133.0,6,AUCKLAND,0.000163753,Track1,0
syn_03029,Container,53870.0,7,AUCKLAND,0.000320066,Track1,0
syn_03030,Container,8244.0,7,AUCKLAND,0.000124759,Track1,0
syn_03031,General Cargo,12303.0,7,AUCKLAND,0.000307917,Track1,0
syn_03032,Container,50567.0,7,AUCKLAND,0.000323195,Track1,0
syn_03033,Container,5923.0,7,AUCKLAND,0.000104731,Track1,0
syn_03034,Container,52216.0,7,NAPIER,0.000219259,Track1,0
syn_03035,Container,13809.0,7,LYTTELTON,0.000145705,Track1,0
syn_03036,Container,39383.0,7,AUCKLAND,0.000336607,Track1,0
syn_03037,Container,69107.0,7,AUCKLAND,0.000418953,Track1,0
syn_03038,Container,30814.0,7,TIMARU,0.000201338,Track1,0
syn_03039,Container,30700.0,7,NEW PLYMOUTH,0.000208949,Track1,0
syn_03040,Container,39200.0,7,AUCKLAND,0.000343356,Track1,0
syn_03041,General Cargo,20202.0,7,NEW PLYMOUTH,0.000241275,Track1,0
syn_03042,Container,51737.0,7,AUCKLAND,0.000401365,Track1,0
syn_03043,Container,24646.0,7,NEW PLYMOUTH,0.000163598,Track1,0
syn_03044,RoRo,12909.0,7,AUCKLAND,0.000325036,Track1,0
syn_03045,Container,53870.0,7,AUCKLAND,0.000351447,Track1,0
syn_03046,Container,39275.0,7,AUCKLAND,0.000257927,Track1,0
syn_03047,Tanker,7532.0,7,AUCKLAND,0.000212116,Track1,0
syn_03048,Container,50985.0,5,AUCKLAND,0.000265313,Track1,0
syn_03049,RoRo,14906.0,7,AUCKLAND,0.000288606,Track1,0
syn_03050,Reefer,9709.0,7,AUCKLAND,0.000282948,Track1,0
syn_03051,Container,30813.0,7,AUCKLAND,0.000294396,Track1,0
syn_03052,Container,50604.0,7,AUCKLAND,0.000361391,Track1,0
syn_03053,Tanker,7532.0,7,AUCKLAND,0.000176692,Track1,0
syn_03054,RoRo,14906.0,7,AUCKLAND,0.000339034,Track1,0
syn_03055,Container,65937.0,7,TIMARU,0.000208089,Track1,0
syn_03056,Container,33937.0,6,GISBORNE,0.000180715,Track1,0
syn_03057,Container,80115.0,7,NEW PLYMOUTH,0.000314995,Track1,0
syn_03058,Container,52216.0,7,AUCKLAND,0.000360221,Track1,0
syn_03059,Container,51737.0,7,TAURANGA,0.000270278,Track1,0
syn_03060,Container,51822.0,7,AUCKLAND,0.000301682,Track1,0
syn_03061,RoRo,14348.0,7,TAURANGA,0.000377465,Track1,0
syn_03062,RoRo,14348.0,7,AUCKLAND,0.000379085,Track1,0
syn_03063,Reefer,12313.0,7,AUCKLAND,0.000384018,Track1,0
syn_03064,Container,52190.0,7,AUCKLAND,0.000299161,Track1,0
syn_03065,Container,80454.0,6,TIMARU,0.000238501,Track1,0
syn_03066,Container,23524.0,7,AUCKLAND,0.00019332,Track1,0
syn_03067,Container,52190.0,7,AUCKLAND,0.000396783,Track1,0
syn_03068,RoRo,16837.0,7,AUCKLAND,0.000390511,Track1,0
syn_03069,RoRo,17693.0,7,AUCKLAND,0.000435343,Track1,0
syn_03070,Container,51850.0,7,AUCKLAND,0.000347646,Track1,0
syn_03071,Container,80398.0,7,AUCKLAND,0.000402731,Track1,0
syn_03072,Container,50985.0,7,AUCKLAND,0.000345412,Track1,0
syn_03073,Container,30814.0,7,AUCKLAND,0.000280642,Track1,0
syn_03074,Container,24157.0,7,AUCKLAND,0.00023563,Track1,0
syn_03075,General Cargo,20643.0,7,AUCKLAND,0.000383661,Track1,0
syn_03076,Container,13054.0,7,AUCKLAND,0.000171094,Track1,0
syn_03077,Container,30852.0,7,AUCKLAND,0.000307273,Track1,0
syn_03078,RoRo,12988.0,7,GISBORNE,0.000346588,Track1,0
syn_03079,Reefer,12354.0,7,NELSON,0.000242052,Track1,0
syn_03080,Container,36307.0,7,AUCKLAND,0.000222755,Track1,0
syn_03081,RoRo,15089.0,7,TAURANGA,0.000347071,Track1,0
syn_03082,RoRo,14906.0,7,AUCKLAND,0.000263561,Track1,0
syn_03083,Container,23429.0,7,AUCKLAND,0.000224943,Track1,0
syn_03084,General Cargo,12767.0,7,AUCKLAND,0.000343713,Track1,0
syn_03085,Container,65165.0,7,AUCKLAND,0.000355992,Track1,0
syn_03086,Container,53327.0,7,AUCKLAND,0.000390864,Track1,0
syn_03087,Container,52216.0,7,AUCKLAND,0.000335446,Track1,0
syn_03088,Container,66983.0,7,AUCKLAND,0.000408614,Track1,0
syn_03089,Container,69107.0,6,LYTTELTON,0.000189082,Track1,0
syn_03090,Container,40208.0,7,AUCKLAND,0.000293028,Track1,0
syn_03091,Container,30813.0,7,AUCKLAND,0.000307019,Track1,0
syn_03092,RoRo,12867.0,7,TAURANGA,0.000257756,Track1,0
syn_03093,Bulker,55777.0,7,AUCKLAND,0.000361984,Track1,0
syn_03094,Container,21361.0,7,AUCKLAND,0.000225685,Track1,0
syn_03095,Container,53327.0,7,AUCKLAND,0.000342962,Track1,0
syn_03096,General Cargo,18946.0,7,AUCKLAND,0.000358627,Track1,0
syn_03097,Container,65710.0,7,AUCKLAND,0.000410131,Track1,0
syn_03098,Container,34740.0,7,AUCKLAND,0.000247739,Track1,0
syn_03099,Container,69107.0,7,AUCKLAND,0.000412821,Track1,0
syn_03100,RoRo,16702.0,7,AUCKLAND,0.000402131,Track1,0
syn_03101,Container,30700.0,7,AUCKLAND,0.000290974,Track1,0
syn_03102,Container,39383.0,7,AUCKLAND,0.000333133,Track1,0
syn_03103,Reefer,12374.0,7,PORT CHALMERS,0.00025909,Track1,0
syn_03104,Container,52216.0,7,AUCKLAND,0.000195427,Track1,0
syn_03105,Container,38666.0,5,NAPIER,0.000145946,Track1,0
syn_03106,Tanker,19993.0,6,PORT CHALMERS,0.000135486,Track1,0
syn_03107,Container,50595.0,7,AUCKLAND,0.000356448,Track1,0
syn_03108,Container,80398.0,7,AUCKLAND,0.000350707,Track1,0
syn_03109,RoRo,15495.0,7,AUCKLAND,0.000324897,Track1,0
syn_03110,RoRo,9274.0,7,AUCKLAND,0.000257052,Track1,0
syn_03111,Container,80409.0,7,AUCKLAND,0.000363121,Track1,0
syn_03112,Container,65937.0,7,LYTTELTON,0.000353313,Track1,0
syn_03113,Tanker,46180.0,7,AUCKLAND,0.000286228,Track1,0
syn_03114,RoRo,15425.0,7,AUCKLAND,0.000405047,Track1,0
syn_03115,Container,30814.0,5,NELSON,0.000164573,Track1,0
syn_03116,General Cargo,18946.0,7,TAURANGA,0.000333006,Track1,0
syn_03117,Container,53327.0,7,NEW PLYMOUTH,0.000219195,Track1,0
syn_03118,Container,51533.0,7,AUCKLAND,0.000302286,Track1,0
syn_03119,Container,65937.0,7,AUCKLAND,0.000383479,Track1,0
