ports,transits_hours,dwells_hours,n_ports,vessel_type,dwt,cluster_k,nz_destination
"['GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'NAPIER']","[1.1187466595375883, 75.81323209997902, 193.31311276693148, 52.276737096161895, 71.20541747510933]","[21.234627678710638, 14.69089133801661, 14.189748189752905, 17.230436465945907, 12.795192400760646]",5,RoRo,12867.0,0,NAPIER
"['SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.3175742902663583, 16.162548319575574, 49.14268681643548, 35.37691410257848, 360.67801248271996]","[15.4012534439494, 18.49466459275808, 22.377659527383866, 14.995235025447762, 40.46201064339489]",5,Container,62007.0,0,AUCKLAND
"['MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'KINGSTON', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[1.1928307718599593, 167.61365002278882, 59.19128103559245, 78.74504982852402, 72.33818189621574, 6.614953574425195, 338.2792307730884]","[26.191270824069687, 31.042503380426723, 37.1317379767747, 20.422832597648146, 27.631854889728647, 45.48400102274926, 42.86514290296523]",7,RoRo,15128.0,1,AUCKLAND
"['KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'AUCKLAND']","[0.2555868610785368, 42.58175909574892, 16.162548319575574, 46.86719428165031, 33.25110934484965, 211.71274078247907, 160.510026725466]","[13.41946885760273, 18.311525910743203, 14.146507023439707, 12.837328402701509, 9.747183251067609, 30.750510768312516, 57.704252717190194]",7,Container,69107.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[0.7162051640956051, 44.02477833557161, 21.613287158666907, 80.03015327612098, 18.456469595115713, 95.3225009801842]","[18.497571103752872, 13.843180821006337, 28.780923736153873, 28.414252502900432, 12.933147847999303, 29.162069295553735]",6,General Cargo,8378.0,2,AUCKLAND
"['DARWIN', 'MAILIAO', 'YOSU', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'TAURANGA']","[0.32428627545228617, 157.11527982764215, 51.848264215790735, 14.628476560474274, 59.06459230134659, 48.02238084856912, 363.3070546034028]","[22.527128683429726, 21.508537397767928, 22.941517395757895, 33.83032585976439, 37.34658535477116, 33.95470887356558, 73.03391789383214]",7,Tanker,19980.0,0,TAURANGA
"['ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'NELSON']","[0.3608152402234135, 40.96231625230074, 59.63666306362368, 190.32373473445318, 63.91649666544095]","[19.83019380710219, 18.003982673098022, 21.481692917661743, 9.876499459884187, 10.998190757496069]",5,Container,39383.0,0,NELSON
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.22017303751074224, 17.775433489428906, 68.3884625321812, 45.89598746482632, 102.24703122651458, 4.615462508771459, 262.4080045350207]","[20.901095388825116, 23.868200699247076, 26.072019331791534, 22.075564966856142, 28.57912938635546, 36.71880547645425, 71.06156451706654]",7,Container,69107.0,0,AUCKLAND
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.37391212044903743, 29.30103693146714, 119.16572467021807, 66.28780484336428, 412.2192139860865]","[16.9742818202422, 17.87009687435374, 18.301898117660006, 20.105562558937617, 31.614264116177843]",5,Container,30337.0,1,TAURANGA
"['HEDLAND', 'SURABAYA', 'GRESIK, JAVA', 'NEW PRIOK', 'BRISBANE', 'KEMBLA', 'TAURANGA']","[0.08338121443569046, 72.47813588642882, 14.313668326294762, 25.730301185333488, 217.02222483130862, 41.37345115054445, 167.16935466037944]","[38.40469030257783, 35.88044757442533, 54.588063311556645, 50.47391054888987, 63.36532482728275, 85.61995039835534, 117.09020276434784]",7,Bulker,33745.0,3,TAURANGA
"['USELESS LOOP', 'DAESAN', 'YOSU', 'SAIKI', 'TAURANGA']","[0.10142783277235101, 257.78071712370405, 37.119431646730256, 42.36697125714278, 324.0077624458319]","[47.30365744775994, 43.65140240324799, 36.311770918219594, 59.6483161963979, 92.01142413106793]",5,Bulker,61171.0,4,TAURANGA
"['BRISBANE', 'BOTANY', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","[0.7262779421650183, 95.30734979310182, 67.36204834439309, 92.5980890747353, 92.34109303451584]","[33.89321372885986, 27.49633150045185, 22.35257809138592, 36.21403035476224, 33.26898229513196]",5,Container,51850.0,1,AUCKLAND
"['SHANGHAI', 'SUZHOU', 'QINGDAO', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.3158070279838332, 46.83852720218142, 27.416294813864404, 215.4973654476186, 89.51750454516275, 82.86707392496406]","[34.211881007728074, 27.26745256999442, 20.533977990463114, 27.166562088909863, 40.40041714164942, 49.16493629149293]",6,Container,76521.0,0,TAURANGA
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'GISBORNE']","[0.6746831572402929, 100.18146297730254, 6.614953574425195, 224.61954214948906, 113.22118467308489]","[31.324721336245105, 35.54199366422146, 34.44622691836018, 37.108568780273245, 42.63913180818398]",5,RoRo,38500.0,1,GISBORNE
"['RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.259093130822174, 17.01230054907051, 56.05576090500308, 43.0106033739595, 28.238047825777496, 349.87791946665516]","[32.939488292440814, 31.07237041578177, 30.146015719864916, 34.80357224486671, 40.57092273510187, 47.73952969752505]",6,Container,26947.0,1,TAURANGA
"['GAMCHEON', 'GUANGZHOU', 'KAOHSIUNG', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'LYTTELTON']","[0.11912863334615942, 79.91804370479375, 106.96007976968444, 249.47840904381025, 121.78161362451897, 108.04609181883896, 140.1043589302262]","[42.906319799385486, 51.122346174209795, 62.601213237831516, 90.7440837651102, 95.21343883784694, 117.20491709139598, 87.53665541171549]",7,Bulker,29738.0,4,LYTTELTON
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'ALOFI', 'NEIAFU', 'AUCKLAND']","[0.34745447900709636, 41.52852801757528, 18.794162746666878, 39.194895117427414, 38.37334150274243, 79.71918692455321]","[18.439077280093613, 18.590093785788792, 30.041862223516706, 22.11230505327057, 13.244191732702385, 42.06227987503303]",6,Container,8252.0,2,AUCKLAND
"['SINGAPORE', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'PORT CHALMERS']","[0.2449061825513168, 243.37466474947547, 97.42529089961518, 58.863217593751486, 189.52204648476413]","[55.55881440238921, 46.57181666720608, 56.58694807474796, 65.02728031236899, 52.992704775068866]",5,Tanker,51565.0,4,PORT CHALMERS
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.32861324633279443, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 38.6445162301031, 194.23081883819648]","[21.33930796654582, 17.292564164419826, 15.690152781638538, 14.42903333812958, 33.40063616325225, 31.901220647144847, 34.888802221925]",7,Container,53160.0,1,TAURANGA
"['LANSHAN', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'PORT CHALMERS']","[0.11997969315969348, 32.80528927833258, 18.58693056751191, 52.62474656837293, 298.56826596308923]","[31.105723786610206, 25.259493992980584, 47.47880012650081, 51.99917257391524, 43.80659100884726]",5,General Cargo,28206.0,4,PORT CHALMERS
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', 'TAURANGA']","[0.39757540431614413, 16.44851507835696, 89.16224417404055, 18.794162746666878, 80.91217500797211]","[19.77504299644527, 19.03091405275079, 25.441948939832255, 23.47337298887502, 13.842069282458972]",5,Container,22708.0,2,TAURANGA
"['PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.593401590527163, 124.75269352477788, 134.12383747858945, 95.30734979310182, 57.4944313425351, 217.23926702218571]","[28.70625523647926, 44.435110401245225, 39.62452103800584, 33.25996852452285, 41.30841352394939, 42.79984246266865]",6,Container,26871.0,1,TAURANGA
"['MOKPO', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'AUCKLAND']","[0.2682659029688492, 33.76121326632723, 47.54243863524871, 27.100093163178002, 247.22226696869873]","[13.200794585501162, 15.481774772295012, 11.81020698941722, 14.779617281180851, 12.593832046447023]",5,RoRo,9653.0,0,AUCKLAND
"['SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.5238874275601415, 42.87808019912026, 4.615462508771459, 199.12325821468943, 171.47747330862018]","[21.814440236493013, 21.691977634208133, 16.48660554804376, 22.85978937410555, 33.40528679516295]",5,Container,34567.0,3,AUCKLAND
"['CAIRNS', 'MACKAY', 'NEWCASTLE', 'BELL BAY', 'GISBORNE']","[1.9192551153238457, 23.129647056098165, 51.87419442715143, 31.972509972453434, 100.39061379518947]","[56.01171354362269, 35.860677321938844, 45.4132858280824, 31.733304002581498, 36.02667592974905]",5,Bulker,37655.0,3,GISBORNE
"[""NUKU'ALOFA"", 'SUVA', 'LAUTOKA', 'APIA', 'TAURANGA']","[0.6848154072497803, 42.47429779484083, 18.93896723362816, 44.79696221926476, 84.86022061347744]","[28.120849204890174, 27.968591927393593, 24.48398963488241, 15.175471009714663, 17.989947621817002]",5,Container,22708.0,2,TAURANGA
"['SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.2736976535070812, 80.8869300735681, 4.615462508771459, 199.12325821468943, 95.30734979310182, 114.33550164062014, 146.5864570243866]","[12.528660791228424, 24.65235429675961, 17.252813612840093, 16.574067585701616, 26.044506155472344, 31.804475829417903, 52.01328241754063]",7,Container,69107.0,0,AUCKLAND
"['YOKOHAMA', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'AUCKLAND']","[0.5683727579620881, 24.342025352945942, 32.871442812638605, 43.96685268931559, 51.4530082469698, 4.615462508771459, 262.4080045350207]","[23.167489057954995, 23.629060355717737, 30.986376164155352, 28.624968203571292, 31.502817400123767, 27.466836602200203, 49.215865862472036]",7,Container,30852.0,0,AUCKLAND
"['PYEONGTAEK', 'ONSAN', 'SHANGHAI', 'ZHOUSHAN', 'HONG KONG', 'BRISBANE', 'GISBORNE']","[0.3035029977807997, 40.717988384627404, 41.46767061626834, 20.652145075013234, 67.94775059386076, 261.0129195516875, 187.13252551584387]","[39.36401850349935, 47.37957285849879, 49.86349310162802, 46.585639136633716, 63.21103970490297, 103.56428607580678, 77.87844584645896]",7,Bulker,34443.0,4,GISBORNE
"['YOKKAICHI', 'YOKOHAMA', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'AUCKLAND']","[0.4096551846754921, 22.20035790992614, 193.10200137685823, 55.797477463574324, 70.21680379682415, 142.02876920124908]","[35.39396097083544, 10.704964011017164, 18.31455949227734, 36.5545714476262, 32.172194927103554, 39.37609745002818]",6,RoRo,12221.0,0,AUCKLAND
"['BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'AUCKLAND']","[0.13968331676020185, 45.19875121161948, 16.162548319575574, 60.76782349707323, 21.214306478639195, 346.5762050045612]","[17.64547831800901, 31.264410753279464, 17.97125473776712, 22.712318336033128, 21.21268683790125, 42.88089231556481]",6,Container,50567.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', ""NUKU'ALOFA"", 'AUCKLAND']","[0.23613195629547046, 66.20832777127576, 18.794162746666878, 79.10984907918984, 57.103410313499545]","[22.64750683667032, 32.98478498042663, 38.23806505651651, 30.936361913141926, 37.11912498102821]",5,Container,5923.0,2,AUCKLAND
"['TABOGUILLA', 'RODMAN', 'BUENAVENTURA', 'CALLAO', 'PUERTO ANGAMOS', 'PUERTO SAN ANTONIO', 'TAURANGA']","[0.6379910237500777, 3.6031226983398574, 22.299907476484314, 73.47849740250403, 56.37876388208205, 50.1939844220116, 373.1078796743629]","[52.34922865272985, 44.428842550094345, 52.9841870578917, 45.262643540870364, 42.803434732058875, 50.54069271849995, 68.6102143343426]",7,Bulker,63125.0,1,TAURANGA
"['SHANGHAI', 'SUZHOU', 'GAMCHEON', 'LAE', 'AUCKLAND']","[0.14323321052346705, 46.83852720218142, 54.03338645166695, 142.5823556747412, 120.81216294356373]","[21.286782444867534, 29.704340918332996, 17.13272465753961, 10.126507742798418, 14.89869025972556]",5,Container,65710.0,0,AUCKLAND
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', ""NUKU'ALOFA"", 'TAURANGA']","[1.1506809254805734, 18.93896723362816, 60.1405023588758, 18.794162746666878, 53.032570503611645, 111.28087036295308]","[28.39945516289212, 29.27972355843986, 24.113127418318832, 19.367982517309322, 18.903151629317207, 35.819569177635124]",6,Container,22314.0,2,TAURANGA
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","[3.8381053542323453, 99.20152192689501, 110.7270872940921, 21.613287158666907, 42.30022469719994, 94.51605208196338]","[23.767596596413046, 32.23549593027173, 22.343052742765035, 29.566240578150335, 34.276928850426636, 28.31384246515276]",6,General Cargo,20202.0,2,AUCKLAND
"['KLANG', 'SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'NEW PLYMOUTH']","[0.6838266589139184, 49.07350835300604, 153.20070355580734, 85.4084702483102, 25.517653229496233, 206.13265956331114]","[34.37598605245685, 26.903120587808118, 32.32061013085257, 28.790643174151345, 30.59737079152966, 40.7166371705892]",6,Tanker,11519.0,0,NEW PLYMOUTH
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.7125244168143585, 40.127918293673034, 101.59737526153792, 120.14850116714146, 412.2192139860865]","[27.613831457931937, 25.256008313676492, 25.202002990991794, 23.452808699416664, 32.8169315389781]",5,Container,112224.0,1,TAURANGA
"['HONG KONG', 'KEELUNG', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'AUCKLAND']","[0.1231940443073205, 30.602804342232446, 49.25978355188336, 16.162548319575574, 40.96231625230074, 263.24159665181946]","[16.37303368593521, 14.690389694692238, 23.24244345511106, 10.131216282735885, 13.452573735433818, 16.090510630976567]",6,Container,51687.0,0,AUCKLAND
"['LAE', 'MOTUKEA ISLAND', 'NOUMEA', 'BRISBANE', 'NEW PLYMOUTH']","[0.4397039658860111, 63.65081303800122, 78.20859937330947, 38.41896273421819, 68.7566299524039]","[54.90509274910021, 44.77460718324716, 37.18086505793733, 43.20693226990267, 52.03021550276717]",5,General Cargo,5351.0,3,NEW PLYMOUTH
"['YOKKAICHI', 'YOKOHAMA', 'APRA HARBOR', 'BRISBANE', 'KEMBLA', 'MELBOURNE', 'AUCKLAND']","[0.43888525437587567, 20.359355380883972, 69.37946446810176, 132.79021535332367, 76.91470334180146, 34.28830295061965, 126.96994776713522]","[24.660877911301228, 14.988280082344879, 9.568324288235441, 6.180730399480864, 17.106177862117068, 20.776731057216036, 39.60868440021368]",7,RoRo,22514.0,0,AUCKLAND
"['XIAMEN', 'SHANGHAI', 'ZHOUSHAN', 'GUANGZHOU', 'KAOHSIUNG', 'WELLINGTON']","[0.24365453238374357, 43.219795472229656, 20.652145075013234, 53.69384697936718, 66.92367466313124, 336.0323486923743]","[41.57483610891489, 59.09243236397143, 55.236006259527, 56.70979252855935, 121.34348207643811, 101.72610006590203]",6,Bulker,61323.0,4,WELLINGTON
"['SINGAPORE', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'BRISBANE', 'TAURANGA']","[0.19637700694604687, 153.20070355580734, 85.4084702483102, 85.73931485110735, 76.94201789862832, 70.19251188302404, 195.43168764398135]","[32.03629793705589, 35.861176893144616, 36.25355928054712, 28.3651066466516, 28.934485720090887, 38.89667641352526, 37.397483676212524]",7,Tanker,19993.0,0,TAURANGA
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'TAURANGA']","[0.197562732047891, 74.96779637146477, 8.196790298744265, 221.14604407501247, 124.75269352477788, 42.34765590964839, 200.5666052867334]","[17.200011514127073, 14.032868993133553, 15.295792484585128, 14.538145261270671, 15.339787693151074, 39.549415383186734, 41.39651471434419]",7,Container,110387.0,1,TAURANGA
"['RABAUL', 'HONIARA', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.376429016370172, 33.73471957023741, 42.96910916233832, 36.24056794000994, 35.33825684724248, 25.81950454329173, 96.34853971100914]","[21.03405529132389, 24.746234193567094, 30.91608087250984, 28.92370025581483, 29.924395179857413, 28.39203885661638, 74.3705747723167]",7,Container,28170.0,3,AUCKLAND
"['NOUMEA', 'LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[0.6485864556120913, 68.46233129784727, 15.032801664216628, 44.02477833557161, 51.08937288508115, 18.456469595115713, 143.0011994796833]","[26.132324419743135, 30.426376470725693, 42.98920232660339, 35.51867362278623, 31.885137668818437, 28.640188054545682, 54.149712397138636]",7,General Cargo,9793.0,3,AUCKLAND
"['TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.3591036272812318, 221.14604407501247, 153.19059882243621, 91.32236350702688, 43.65746218716511, 63.04673600710474, 133.83305676341814]","[22.74287638739199, 27.20657505384226, 22.373167411318185, 34.77341291684339, 20.284047086813633, 34.58784461294731, 35.512950618880524]",7,Container,41028.0,1,TAURANGA
"['NEWARK', 'SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'TAURANGA']","[0.3718437302743618, 40.162010225192645, 83.02103878700647, 8.196790298744265, 221.14604407501247, 124.75269352477788, 221.84057854210118]","[22.628260530367314, 23.29570244251648, 20.17901923575266, 19.707865892508657, 14.765267836177316, 30.476357727830255, 35.87436033356029]",7,Container,51687.0,1,TAURANGA
"['BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.07058046978203536, 29.890898026461535, 147.59472613463015, 4.615462508771459, 199.12325821468943, 58.290966531188026, 116.12374970862005]","[14.969306233340276, 22.057825796260435, 17.567621918241183, 20.660312842163606, 36.801841881993084, 54.30620576908732, 39.07917462068631]",7,Container,92915.0,0,TAURANGA
"['TAICHUNG', 'KAOHSIUNG', 'BRISBANE', 'BOTANY', 'NAPIER']","[0.36580362768963415, 28.086540990551697, 249.47840904381025, 121.78161362451897, 220.97197211749656]","[42.113908555839274, 40.78079184389506, 34.46096218451217, 53.38680759905055, 77.6082261353157]",5,Bulker,37707.0,4,NAPIER
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'TAURANGA']","[0.290362323172773, 8.196790298744265, 221.14604407501247, 124.75269352477788, 86.89570105610477, 21.522523762801587, 269.0389525647827]","[15.171171418349328, 12.224768981915497, 13.771971197580369, 13.162735838605238, 12.77197803368338, 30.894116889922813, 26.739574137697556]",7,Container,107978.0,1,TAURANGA
"['PYEONGTAEK', 'ONSAN', 'OSAKA', 'YOKKAICHI', 'AUCKLAND']","[0.3887183301232635, 33.85724182364688, 21.67738134030606, 17.203191873717675, 247.22226696869873]","[19.387272295124603, 15.678713333877194, 13.455745732232792, 11.21530211497187, 17.802191473597603]",5,RoRo,15089.0,0,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","[0.5717754591763975, 44.02477833557161, 21.613287158666907, 47.63925672411209, 94.51605208196338]","[21.40361687511255, 25.06006168395236, 22.679849267966308, 20.151055343201183, 16.089316910987982]",5,General Cargo,8378.0,2,AUCKLAND
"[""NUKU'ALOFA"", 'SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AUCKLAND']","[0.7586283674575465, 20.65085025800573, 64.55735515495105, 21.613287158666907, 42.35484730818708, 176.34579318070732]","[22.858156004373424, 25.67839920612136, 20.1128982145259, 28.503141814887087, 25.96163769806286, 48.371479496338694]",6,General Cargo,20202.0,2,AUCKLAND
"['DARWIN', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.41476247236911523, 156.16744187407133, 28.98199644207418, 22.20035790992614, 254.94626766204595]","[20.86962438168536, 18.58398138775617, 11.65001986628636, 11.51781347888099, 21.548025800764396]",5,RoRo,15495.0,0,AUCKLAND
"['CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'NEW PLYMOUTH']","[0.5570422368554524, 9.426308843555903, 234.4389756860788, 132.25148931042028, 57.79827570198846]","[30.610396209629133, 26.39300991701284, 38.09782871270446, 51.478317532327836, 47.144035365212616]",5,General Cargo,14011.0,1,NEW PLYMOUTH
"['CRIST_BAL', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'TAURANGA']","[0.4873075611361972, 222.99706201189144, 186.92053888762405, 83.81997176858467, 37.677818975600914, 33.91179821200707, 99.88047113038489]","[19.22804372436281, 13.016882489795035, 15.33669051249245, 28.836083983402432, 16.60103912965077, 24.779619399501463, 30.108113142237883]",7,Container,43197.0,1,TAURANGA
"['CRIST_BAL', 'CARTAGENA', 'PHILADELPHIA', 'CHARLESTON', 'TAURANGA']","[0.2621127931960565, 18.61558565734845, 135.72678229470162, 60.47602704769981, 412.2192139860865]","[18.26510854972714, 16.5046902144246, 18.068262814568868, 17.324411005704462, 20.957755121105464]",5,Container,26871.0,1,TAURANGA
"['LOS ANGELES', 'COQUIMBO', 'ZONA COMUN', 'QUEQUEN', 'TAURANGA']","[0.21405805109088716, 245.3757145377662, 167.80354335388378, 35.60430962733698, 339.01893710595306]","[30.067795024067916, 51.99423685751737, 62.329344380693165, 81.03534222018907, 76.36867384102042]",5,General Cargo,16565.0,1,TAURANGA
"['TOKYO', 'OSAKA', 'BUSAN NEW', 'SHANGHAI', 'HONG KONG', 'AUCKLAND']","[0.1710384639500555, 30.566448105865405, 74.09063420982719, 85.09471942616103, 41.83580589669765, 305.7811524666149]","[20.429973192747912, 32.18111852751232, 20.808689834783525, 21.811459415974547, 17.25639142899727, 37.10757556182001]",6,Container,69107.0,0,AUCKLAND
"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'TAURANGA']","[0.17486031758355725, 8.632577713967148, 30.649689363894197, 39.22403581897827, 69.05122917199654, 77.02829581105786]","[24.59621921571604, 22.352066836859734, 20.872725360596736, 33.0765071394673, 23.006942818086024, 28.8225563944764]",6,Container,12502.0,3,TAURANGA
"['KINGSTON', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'BOTANY', 'MELBOURNE', 'AUCKLAND']","[0.27634783049356204, 262.1869364688899, 131.31382959656676, 85.07788643763539, 95.30734979310182, 60.61429447711366, 100.65508290916186]","[27.98463287106124, 30.184939798623464, 19.474686834036415, 19.267841307399944, 32.3414360824815, 39.81544025178267, 55.598747226718125]",7,Container,50500.0,1,AUCKLAND
"['MARCHWOOD', 'BALTIMORE', 'BLOUNT ISLAND', 'ROYAL', 'CRIST_BAL', 'TABOGUILLA', 'AUCKLAND']","[0.8440215073337436, 167.61365002278882, 42.758293084592246, 47.332127087748574, 39.08039346181668, 6.614953574425195, 338.2792307730884]","[30.04724557214027, 39.22966874835065, 28.76660395573364, 26.91967758794138, 42.732344365136896, 46.081715485530424, 43.889254217888066]",7,RoRo,31143.0,1,AUCKLAND
"['SAVANNAH', 'CRIST_BAL', 'TABOGUILLA', 'PAPEETE', 'NOUMEA', 'BRISBANE', 'AUCKLAND']","[0.735006176123068, 76.14530102651395, 6.614953574425195, 224.61954214948906, 180.09095861648737, 55.734287523398315, 207.01531587808583]","[20.602100862365305, 32.039834096753914, 32.803043880728964, 22.28712320101841, 40.97697002500505, 30.566816188246005, 44.535846016520736]",7,RoRo,43878.0,1,AUCKLAND
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'ZHOUSHAN', 'AUCKLAND']","[0.14643103989930228, 53.65889822634505, 36.18357203746418, 16.162548319575574, 255.11707635113606]","[10.999741905761065, 14.91433630757541, 17.382048217114267, 14.578470797757614, 15.102166661144626]",5,Container,50567.0,0,AUCKLAND
"['SUVA', 'LAUTOKA', 'APIA', 'PAGO PAGO HARBOR', ""NUKU'ALOFA"", 'TAURANGA']","[0.20746849948514412, 18.599009953932, 44.79696221926476, 18.794162746666878, 23.80876469447257, 98.25890392576672]","[45.2932154498967, 34.52849492739135, 26.23682584327755, 20.37243966648165, 15.789449835406412, 32.51837733870391]",6,Container,22314.0,2,TAURANGA
"['LAUTOKA', 'SUVA', 'APIA', 'RAROTONGA', 'AITUTAKI', ""NUKU'ALOFA"", 'AUCKLAND']","[0.685102587252495, 21.77981231867238, 67.10537211339694, 57.512765396249165, 18.456469595115713, 45.75473012279101, 114.03707822451977]","[24.322915614326376, 20.62190571712309, 23.17237743810101, 36.46757289594025, 16.975602946778377, 15.0482980774634, 62.84491164701385]",7,General Cargo,8378.0,2,AUCKLAND
"['SUVA', 'APIA', 'PAGO PAGO HARBOR', 'RAROTONGA', 'AITUTAKI', 'AUCKLAND']","[0.5890561191147285, 44.02477833557161, 21.613287158666907, 99.32589301163428, 18.456469595115713, 150.73540678873556]","[29.326247615842394, 25.577416450610723, 28.214739654104243, 33.046181677897216, 16.055976961760482, 43.5779598752499]",6,General Cargo,8378.0,2,AUCKLAND
"['SHENZHEN', 'HONG KONG', 'BRISBANE', 'BOTANY', 'AUCKLAND']","[0.19491308735243584, 4.615462508771459, 199.12325821468943, 60.59674553872581, 265.99551841555285]","[15.673529609177034, 23.233422519486012, 17.708682363953407, 19.213139785948236, 32.59146626543158]",5,Container,24480.0,0,AUCKLAND
"['BALIKPAPAN', 'VILLANUEVA', 'LIANYUNGANG', 'SHANGHAI', 'NELSON']","[0.14042577032143067, 60.13415030871308, 86.44065575168369, 85.33635410434536, 327.84471237970524]","[49.268524114591514, 54.52767139593568, 45.13675770038527, 33.66945084319751, 86.41253833933672]",5,General Cargo,11736.0,4,NELSON
"['OSAKA', 'BUSAN NEW', 'SHANGHAI', 'SHENZHEN', 'HONG KONG', 'BRISBANE', 'AUCKLAND']","[0.33190435761158943, 48.64665947383523, 24.00796137669647, 45.455451140051, 5.307781885087177, 211.09241581229372, 108.35408502413125]","[18.55806914359336, 20.929761320007913, 14.903870738618556, 20.047561439365268, 25.48704015395803, 39.94373489663538, 65.76761654971469]",7,General Cargo,9793.0,3,AUCKLAND
"['MIZUSHIMA', 'OSAKA', 'YOKKAICHI', 'YOKOHAMA', 'AUCKLAND']","[0.30566538541674215, 13.587587194425497, 11.258460834810961, 10.883172316468233, 242.57593941877514]","[15.28890214273946, 13.927170348449534, 15.272706885199458, 10.987615355539477, 19.23813347917702]",5,RoRo,15068.0,0,AUCKLAND
"['SINGAPORE', 'BRISBANE', 'NEWCASTLE', 'GEELONG', 'ADELAIDE', 'AUCKLAND']","[0.11708424667042294, 236.79697110759776, 102.10929953031486, 165.76767730166316, 107.17414356388419, 190.70258507396042]","[76.38693182002308, 55.670917942007634, 78.6581702491986, 78.94349975066164, 82.03846633973696, 77.64229793626816]",6,Bulker,38607.0,4,AUCKLAND
