voyage_id,cluster,vessel_type,DWT,n_ports,ports,port_territories,latitudes,longitudes,ecoprovinces,transits_hours,dwells_hours,total_span_days,delta_t_hours,nz_dest_port
syn_06447,3,Container,12502.0,7,"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-6.8146, -5.5497, -4.2033, -9.4274, -15.515, -17.754, -37.6444]","[146.9681, 150.1486, 152.1667, 159.9603, 167.1867, 168.3044, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 6.179840860187983, 23.58146558045277, 44.5402971485952, 41.6662443903779, 34.23823615762426, 132.85280018964866]","[np.float64(133.1211710091751), np.float64(8.208195923455454), 16.04799789660241, np.float64(41.2652174805962), np.float64(6.320592889126664), np.float64(35.71179499135821), 0.0]",21.8222,390.6127,TAURANGA
syn_06448,3,Bulker,37686.0,7,"['BRISBANE', 'NEWCASTLE', 'GLADSTONE', 'SOUTH TREES', 'BELL BAY', 'ADELAIDE', 'TAURANGA']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-27.3765, -32.9182, -23.8351, -23.8483, -41.1352, -34.8169, -37.6444]","[153.1665, 151.7701, 151.2712, 151.3268, 146.8752, 138.2816, 176.1819]","['East Central Australian Shelf', 'East Central Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'Northern New Zealand']","[0.0, 30.90851347217565, 39.223443162388264, 46.71021832057713, 75.88593531016218, 52.00255969304244, 180.21545113775252]","[np.float64(47.4045343944578), np.float64(70.30107074468503), 47.50524268318161, 51.536817930260035, 19.74695357576613, np.float64(104.84756774847276), 0.0]",31.9287,718.8838,TAURANGA
syn_06449,3,General Cargo,63340.0,5,"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'New Zealand']","[-6.8146, -5.5497, -4.2033, -9.4274, -37.6444]","[146.9681, 150.1486, 152.1667, 159.9603, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 2.1205057541641117, 35.618698777373496, 72.27575410286745, 206.73474761813486]","[np.float64(78.40610924860314), np.float64(11.339157291252489), 53.42243757296049, np.float64(45.42366880062112), 0.0]",21.0559,426.935,TAURANGA
syn_06450,3,General Cargo,9793.0,6,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'KIMBE', 'RABAUL', 'PORT CHALMERS']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -5.5497, -4.2033, -45.8742]","[147.1542, 147.1035, 146.9681, 150.1486, 152.1667, 170.5221]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Southern New Zealand']","[0.0, 40.79532510225606, 67.73231455455553, 3.677181419773416, 34.05697953574546, 185.10183635787865]","[16.415811087165075, np.float64(9.895175569234251), np.float64(58.35433629533356), np.float64(7.936044610388172), 18.13530087816108, 0.0]",18.4208,425.6845,PORT CHALMERS
syn_06451,3,Bulker,37657.0,6,"['NOUMEA', 'LAUTOKA', 'SUVA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['New Caledonia', 'Fiji', 'Fiji', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-22.2633, -17.6036, -18.1339, -15.515, -17.754, -37.6444]","[166.4317, 177.4387, 178.4235, 167.1867, 168.3044, 176.1819]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 130.12928856500747, 12.905811682335218, 123.09267690427289, 61.09785152502357, 98.7629255497037]","[23.55440054007645, np.float64(68.21137867666624), np.float64(38.708998806939526), np.float64(24.36057828172166), np.float64(55.06559799171011), 0.0]",26.4954,612.3351,TAURANGA
syn_06452,3,General Cargo,12746.0,7,"['HEDLAND', 'DAMPIER', 'FREMANTLE', 'KWINANA', 'GEELONG', 'LAE', 'TAURANGA']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Papua New Guinea', 'New Zealand']","[-20.0977, -20.38, -32.051, -32.0435, -38.096, -6.8146, -37.6444]","[118.5382, 116.6317, 115.7393, 115.6652, 144.3819, 146.9681, 176.1819]","['Northwest Australian Shelf', 'Northwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 9.205298929119595, 80.68555704314154, 45.699594636567916, 75.45490881719623, 104.1362660288011, 401.43055136925165]","[30.374812017342283, 11.496339574858203, 50.8235132490558, 26.77821652123447, np.float64(41.27497939650797), np.float64(69.28707865102972), 0.0]",39.4436,916.2723,TAURANGA
syn_06453,3,Bulker,33144.0,5,"['GEELONG', 'TAROONA', 'HOBART', 'ADELAIDE', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-38.096, -42.938, -42.8304, -34.8169, -36.8402]","[144.3819, 147.3863, 147.3195, 138.2816, 174.7721]","['Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'Northern New Zealand']","[0.0, 51.45987483814447, 53.29785564588074, 64.0422584491298, 293.84143530488296]","[np.float64(69.57083645511639), 112.73048104570923, 63.17591833301395, np.float64(106.0314111567365), 0.0]",33.9229,744.5792,AUCKLAND
syn_06454,3,Container,22968.0,6,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -9.4274, -15.515, -36.8402]","[147.1542, 147.1035, 146.9681, 159.9603, 167.1867, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 17.864509954840987, 36.39355065753057, 38.927474826387, 64.24357814009853, 165.0857346873483]","[14.25113350953375, np.float64(61.89570790715203), np.float64(8.502631929561305), np.float64(10.570181577515703), np.float64(12.621335151285264), 0.0]",17.9315,416.1047,AUCKLAND
syn_06455,3,General Cargo,12502.0,6,"['LINCOLN', 'ADELAIDE', 'PORTLAND', 'GEELONG', 'NEWCASTLE', 'GISBORNE']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-34.7176, -34.8169, -38.32, -38.096, -32.9182, -38.6751]","[135.8701, 138.2816, 141.7092, 144.3819, 151.7701, 178.0221]","['Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 3.4602959617659534, 24.19840107017933, 9.848149706116395, 49.80749871782912, 144.465529225505]","[31.590144663562796, np.float64(43.371916519300335), 22.183388739535946, np.float64(33.76592366231608), np.float64(117.47454922295705), 0.0]",20.0069,448.5757,GISBORNE
syn_06456,3,General Cargo,9793.0,6,"['RABAUL', 'KIMBE', 'LAE', 'HONIARA', 'LUGANVILLE', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'New Zealand']","[-4.2033, -5.5497, -6.8146, -9.4274, -15.515, -36.8402]","[152.1667, 150.1486, 146.9681, 159.9603, 167.1867, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 19.388510434704617, 3.8397807242070865, 59.38804392831624, 36.772047112596645, 98.41657736787008]","[10.409161477674724, np.float64(10.05057007965562), np.float64(30.217775652031808), np.float64(33.80434135824116), np.float64(10.680699996050812), 0.0]",13.0403,302.5583,AUCKLAND
syn_06457,3,Bulker,42446.0,7,"['TOWNSVILLE', 'BRISBANE', 'MELBOURNE', 'BELL BAY', 'BOTANY', 'SYDNEY', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-19.0942, -27.3765, -37.844, -41.1352, -33.9682, -33.8648, -36.8402]","[146.9491, 153.1665, 144.905, 146.8752, 151.2149, 151.1829, 174.7721]","['Northeast Australian Shelf', 'East Central Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 104.46828547571596, 117.67805592324237, 9.724564270393646, 78.42379698286135, 46.380146182514636, 157.67013447931197]","[26.341104100309327, np.float64(115.41087633229291), np.float64(40.98943136365984), 60.20333440080041, np.float64(63.40422560489954), 55.63188238690983, 0.0]",36.5136,849.9847,AUCKLAND
syn_06458,3,Bulker,39828.0,7,"['THEVENARD', 'SYDNEY', 'GLADSTONE', 'FISHERMANS LANDING', 'HAY POINT', 'MACKAY', 'NEW PLYMOUTH']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.1493, -33.8648, -23.8351, -23.7873, -21.1629, -21.1059, -39.0577]","[133.6409, 151.1829, 151.2712, 151.1761, 149.3474, 149.2318, 174.0346]","['Southwest Australian Shelf', 'East Central Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Southern New Zealand']","[0.0, 150.30426002443073, 83.05212609883498, 84.708815314967, 29.087620839575383, 85.61258394358093, 175.45219300748948]","[133.17876950003534, 48.00626205184711, 66.31059648313317, 112.1950661275478, 20.151217994725993, 110.3405400102029, 0.0]",45.7667,965.2213,NEW PLYMOUTH
syn_06459,3,Bulker,31702.0,7,"['NEWCASTLE', 'GEELONG', 'PORTLAND', 'ADELAIDE', 'LINCOLN', 'MELBOURNE', 'LYTTELTON']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.9182, -38.096, -38.32, -34.8169, -34.7176, -37.844, -43.606]","[151.7701, 144.3819, 141.7092, 138.2816, 135.8701, 144.905, 172.7213]","['East Central Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Southern New Zealand']","[0.0, 77.12129808969497, 17.575562576019177, 25.721453514392326, 7.935034291304827, 43.266069098815954, 178.00841021952982]","[np.float64(38.74948629818424), np.float64(28.755887128054994), 18.96971252592302, np.float64(52.66538212199528), 38.68069477454291, np.float64(23.65224617498451), 0.0]",22.9626,512.3518,LYTTELTON
syn_06460,3,Container,12502.0,5,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -9.4274, -36.8402]","[147.1542, 147.1035, 146.9681, 159.9603, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 17.864509954840987, 63.53043426295825, 70.24876758343316, 196.55000648024517]","[17.947502251932608, np.float64(18.242056929362686), np.float64(27.387403522919936), np.float64(36.80702003503349), 0.0]",18.6907,430.6302,AUCKLAND
syn_06461,3,Container,13048.0,5,"['BRISBANE', 'MELBOURNE', 'KEMBLA', 'BRISBANE', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-27.3765, -37.844, -34.4537, -27.3765, -36.8402]","[153.1665, 144.905, 150.8864, 153.1665, 174.7721]","['East Central Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 36.38266227259874, 29.81567093855724, 49.915786758540996, 112.3935606380859]","[np.float64(11.978431711924904), np.float64(14.23947831937685), np.float64(36.312832829726545), np.float64(33.86489973724711), 0.0]",13.5376,312.9249,AUCKLAND
syn_06462,3,Bulker,37520.0,7,"['CAIRNS', 'HAY POINT', 'MACKAY', 'TOWNSVILLE', 'GEELONG', 'PORTLAND', 'WELLINGTON']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-16.8017, -21.1629, -21.1059, -19.0942, -38.096, -38.32, -41.2746]","[145.8833, 149.3474, 149.2318, 146.9491, 144.3819, 141.7092, 174.7887]","['Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southern New Zealand']","[0.0, 42.6438577172349, 78.61808234573567, 28.706843779195214, 214.01809643400753, 18.339185724534858, 138.65749277572567]","[45.51107775392236, 13.665177853135656, 73.10055078796472, 29.546308049814023, np.float64(110.93839259873172), 104.49569164537691, 0.0]",37.4267,852.7297,WELLINGTON
syn_06463,3,Tanker,4752.0,5,"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'New Zealand']","[-6.8146, -5.5497, -4.2033, -9.4274, -37.6444]","[146.9681, 150.1486, 152.1667, 159.9603, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 3.94822959762927, 46.28967695548504, 53.35057442822248, 257.3170456727917]","[np.float64(27.104195269365835), np.float64(11.017853206962894), 58.89328324244246, np.float64(18.296632935391685), 0.0]",19.8424,449.1133,TAURANGA
syn_06464,3,Bulker,39758.0,6,"['GLADSTONE', 'FISHERMANS LANDING', 'HAY POINT', 'MACKAY', 'MELBOURNE', 'TAURANGA']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-23.8351, -23.7873, -21.1629, -21.1059, -37.844, -37.6444]","[151.2712, 151.1761, 149.3474, 149.2318, 144.905, 176.1819]","['Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Northeast Australian Shelf', 'Southeast Australian Shelf', 'Northern New Zealand']","[0.0, 66.66164765436409, 44.81720450561351, 61.091177846456766, 145.3554287594809, 211.56135502187956]","[134.67912235485295, 76.90054019518459, 94.2702147246851, 8.471030861749048, np.float64(80.04420620253275), 0.0]",38.4938,789.1728,TAURANGA
syn_06465,3,Container,12502.0,6,"['KWINANA', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.0435, -32.051, -34.8169, -37.844, -34.4537, -36.8402]","[115.6652, 115.7393, 138.2816, 144.905, 150.8864, 174.7721]","['Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 49.38768518597557, 97.64231023513169, 23.744592837604912, 31.38014251953645, 78.15670974196857]","[27.22544677339972, 18.2547652931234, np.float64(20.010320183646076), np.float64(10.941540040246513), np.float64(26.451089868992696), 0.0]",15.9664,355.9692,AUCKLAND
syn_06466,3,Bulker,34529.0,7,"['EST', 'KWINANA', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","['RÃ\x83Â©union', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-20.9327, -32.0435, -32.051, -34.8169, -37.844, -34.4537, -36.8402]","[55.3178, 115.6652, 115.7393, 138.2816, 144.905, 150.8864, 174.7721]","['Western Indian Ocean', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 290.45340205585063, 47.19150060697021, 149.1433827700782, 57.851454269231475, 72.06167986695816, 256.08208259846555]","[44.38308857548847, 22.79511913607378, 79.37002442885981, np.float64(69.25941385087035), np.float64(76.17017928704374), np.float64(88.42835675104888), 0.0]",52.2162,1208.8066,AUCKLAND
syn_06467,3,RoRo,18924.0,5,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'KIMBE', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -5.5497, -37.6444]","[147.1542, 147.1035, 146.9681, 150.1486, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 83.31174202634799, 48.07171186513016, 6.605107190972592, 320.88930498928784]","[95.83207062179333, np.float64(46.21735409761463), np.float64(23.596092982738398), np.float64(14.878754242573363), 0.0]",26.6418,543.5701,TAURANGA
syn_06468,3,Container,12502.0,6,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'KIMBE', 'RABAUL', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -5.5497, -4.2033, -36.8402]","[147.1542, 147.1035, 146.9681, 150.1486, 152.1667, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 17.864509954840987, 69.20172753780659, 6.179840860187983, 35.52877311810749, 331.68487650873755]","[30.50951682262118, np.float64(45.61830929623781), np.float64(29.725604931322007), np.float64(8.889053335185904), 89.36820289016568, 0.0]",27.6904,634.0609,AUCKLAND
syn_06469,3,Container,12502.0,6,"['LAE', 'KIMBE', 'RABAUL', 'HONIARA', 'BRISBANE', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Australia', 'New Zealand']","[-6.8146, -5.5497, -4.2033, -9.4274, -27.3765, -37.6444]","[146.9681, 150.1486, 152.1667, 159.9603, 153.1665, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 6.179840860187983, 29.097828421058505, 43.77750557887164, 125.26980515445375, 60.30887982797566]","[np.float64(33.16629018003547), np.float64(6.809376748156704), 65.2233680634977, np.float64(19.439241492122047), np.float64(34.97744398817524), 0.0]",17.6771,391.0833,TAURANGA
syn_06470,3,Bulker,42446.0,6,"['GLADSTONE', 'SOUTH TREES', 'NEWCASTLE', 'BELL BAY', 'MELBOURNE', 'NEW PLYMOUTH']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-23.8351, -23.8483, -32.9182, -41.1352, -37.844, -39.0577]","[151.2712, 151.3268, 151.7701, 146.8752, 144.905, 174.0346]","['Northeast Australian Shelf', 'Northeast Australian Shelf', 'East Central Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'Southern New Zealand']","[0.0, 39.768140870045386, 99.58799579379453, 48.97691036744576, 13.722571180826254, 169.70603226956337]","[45.174656829537845, 72.95456911631425, np.float64(66.80001934884305), 73.28977707385229, np.float64(38.936754564374716), 0.0]",27.8716,623.7428,NEW PLYMOUTH
syn_06471,3,Tanker,12429.0,5,"['NOUMEA', 'LAUTOKA', 'SUVA', 'LUGANVILLE', 'NELSON']","['New Caledonia', 'Fiji', 'Fiji', 'Vanuatu', 'New Zealand']","[-22.2633, -17.6036, -18.1339, -15.515, -41.2611]","[166.4317, 177.4387, 178.4235, 167.1867, 173.2733]","['Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Southern New Zealand']","[0.0, 62.805444159953815, 9.761153095171087, 174.8633752311191, 170.76863970976677]","[15.187694370928266, np.float64(40.131821867009776), np.float64(14.770725247681165), np.float64(33.37369229594613), 0.0]",21.7359,506.4749,NELSON
syn_06472,3,Bulker,42446.0,6,"['HEDLAND', 'SURABAYA', 'GRESIK, JAVA', 'SURABAYA', 'HAY POINT', 'TAURANGA']","['Australia', 'Indonesia', 'Indonesia', 'Indonesia', 'Australia', 'New Zealand']","[-20.0977, -6.8484, -7.1978, -6.8484, -21.1629, -37.6444]","[118.5382, 112.7851, 112.7238, 112.7851, 149.3474, 176.1819]","['Northwest Australian Shelf', 'Sunda Shelf', 'Sunda Shelf', 'Sunda Shelf', 'Northeast Australian Shelf', 'Northern New Zealand']","[0.0, 122.70070942856444, 40.05860160565465, 41.168223168699726, 301.6685918693437, 308.76770853304475]","[24.96799606777447, 115.38753082009629, 13.743556846163228, 13.20373967259799, 68.16418169564311, 0.0]",43.743,1024.8628,TAURANGA
syn_06473,3,Bulker,32701.0,7,"['NEWCASTLE', 'KEMBLA', 'WHYALLA', 'GEELONG', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.9182, -34.4537, -33.0139, -38.096, -37.844, -34.4537, -36.8402]","[151.7701, 150.8864, 137.5918, 144.3819, 144.905, 150.8864, 174.7721]","['East Central Australian Shelf', 'East Central Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 6.369308743197349, 120.1910870752761, 31.307360014199844, 98.56791638618087, 59.13035524898821, 116.92122673773085]","[np.float64(36.48849179872247), np.float64(135.44354444741634), 58.22827159978355, np.float64(93.29610987951426), np.float64(39.1965238188365), np.float64(55.22620170610979), 0.0]",35.4319,813.8779,AUCKLAND
syn_06474,3,RoRo,18836.0,6,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'AUCKLAND']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -9.4274, -15.515, -36.8402]","[147.1542, 147.1035, 146.9681, 159.9603, 167.1867, 174.7721]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 39.6458196525715, 101.31859849899641, 63.738392609733594, 40.92263752623467, 197.164653419732]","[43.04164709347775, np.float64(27.026702171291603), np.float64(106.3606307038706), np.float64(84.75135298501546), np.float64(20.433369300275167), 0.0]",30.1835,681.3622,AUCKLAND
syn_06475,3,Bulker,46673.0,7,"['TOWNSVILLE', 'BRISBANE', 'MELBOURNE', 'BELL BAY', 'BOTANY', 'SYDNEY', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-19.0942, -27.3765, -37.844, -41.1352, -33.9682, -33.8648, -36.8402]","[146.9491, 153.1665, 144.905, 146.8752, 151.2149, 151.1829, 174.7721]","['Northeast Australian Shelf', 'East Central Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 64.08723099845875, 189.64214440085397, 16.516949123099828, 80.35844450606136, 87.96148282794071, 111.173861239176]","[49.03072857181549, np.float64(84.87025784410399), np.float64(20.463778431029755), 129.66116588143464, np.float64(67.37466850525907), 121.9143871526893, 0.0]",42.6273,974.0244,AUCKLAND
syn_06476,3,Bulker,40236.0,7,"['KWINANA', 'FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'GEELONG', 'BRISBANE', 'WELLINGTON']","['Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.0435, -32.051, -34.8169, -37.844, -38.096, -27.3765, -41.2746]","[115.6652, 115.7393, 138.2816, 144.905, 144.3819, 153.1665, 174.7887]","['Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Southern New Zealand']","[0.0, 75.71564337446266, 135.3846523553505, 46.61822993137278, 39.687051961032004, 106.75888211035166, 126.26373286315481]","[122.54548929624679, 116.37744493680877, np.float64(96.89252574993714), np.float64(13.279893496026897), np.float64(27.863883188458725), np.float64(47.02951774618561), 0.0]",39.7674,831.8715,WELLINGTON
syn_06477,3,Container,38420.0,5,"['FREMANTLE', 'ADELAIDE', 'MELBOURNE', 'KEMBLA', 'AUCKLAND']","['Australia', 'Australia', 'Australia', 'Australia', 'New Zealand']","[-32.051, -34.8169, -37.844, -34.4537, -36.8402]","[115.7393, 138.2816, 144.905, 150.8864, 174.7721]","['Southwest Australian Shelf', 'Southwest Australian Shelf', 'Southeast Australian Shelf', 'East Central Australian Shelf', 'Northern New Zealand']","[0.0, 87.26984532299107, 51.20688667065921, 25.758062099473733, 98.64691257900827]","[27.214707148623603, np.float64(12.530675681751825), np.float64(84.95436726035463), np.float64(80.25664988899338), 0.0]",19.4933,440.6234,AUCKLAND
syn_06478,3,General Cargo,33738.0,5,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'KIMBE', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -5.5497, -37.6444]","[147.1542, 147.1035, 146.9681, 150.1486, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Northern New Zealand']","[0.0, 24.40145711229176, 55.965322080632134, 1.970515024585659, 188.71248003423997]","[16.52925922249699, np.float64(8.136629865050871), np.float64(30.43227754319765), np.float64(15.741056547174038), 0.0]",14.2454,325.3597,TAURANGA
syn_06479,3,Container,12502.0,7,"['NAPA NAPA', 'MOTUKEA ISLAND', 'LAE', 'HONIARA', 'LUGANVILLE', 'VILA', 'TAURANGA']","['Papua New Guinea', 'Papua New Guinea', 'Papua New Guinea', 'Solomon Islands', 'Vanuatu', 'Vanuatu', 'New Zealand']","[-9.5056, -9.4328, -6.8146, -9.4274, -15.515, -17.754, -37.6444]","[147.1542, 147.1035, 146.9681, 159.9603, 167.1867, 168.3044, 176.1819]","['Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Eastern Coral Triangle', 'Tropical Southwestern Pacific', 'Tropical Southwestern Pacific', 'Northern New Zealand']","[0.0, 17.864509954840987, 66.54286573508128, 82.08105347495571, 56.748221925047694, 34.3371783661673, 78.15179875211481]","[21.52399733835005, np.float64(17.871563405015234), np.float64(83.15905874969287), np.float64(13.513108488258625), np.float64(15.300680571321378), np.float64(15.977457574604886), 0.0]",20.9613,481.5475,TAURANGA
